order_id,customer_id,restaurant_id,item_id,rider_id,order_datetime,quantity,order_amount,discount_amount,delivery_fee,final_amount,order_status,hour,peak_hour_flag,weekend_flag,cancellation_flag,discount_percentage,estimated_profit,order_size
O0030704,C003141,R00579,M010700,D00902,2026-03-29 17:19:28,3,906,90,48,864,Delivered,17,0,1,0,9.93,172.8,Medium
O0030705,C004169,R00295,M004205,D03875,2026-04-15 09:19:49,4,2012,20,51,2043,Delivered,9,0,0,0,0.99,408.6,Large
O0030706,C000916,R00028,M007250,D01289,2025-08-05 19:23:35,3,1764,8,28,1784,Delivered,19,1,0,0,0.45,356.8,Large
O0030707,C002589,R00360,M005181,D02397,2025-08-12 12:50:17,3,1908,33,31,1906,Delivered,12,1,0,0,1.73,381.2,Large
O0030708,C001339,R00239,M011987,D01333,2025-07-22 10:17:09,2,334,51,57,340,Delivered,10,0,0,0,15.27,68.0,Small
O0030709,C000384,R00706,M004051,D01528,2025-09-26 03:19:54,1,568,22,27,573,Delivered,3,0,0,0,3.87,114.6,Medium
O0030710,C004097,R01356,M006021,D01997,2026-03-08 02:01:14,3,1425,81,57,1401,Delivered,2,0,1,0,5.68,280.2,Large
O0030711,C000835,R00129,M007939,D02513,2025-07-21 16:11:31,1,91,29,23,85,Delivered,16,0,0,0,31.87,17.0,Small
O0030712,C002461,R01390,M000600,D00836,2025-09-01 10:17:11,3,1035,43,54,1046,Delivered,10,0,0,0,4.15,209.2,Large
O0030713,C000235,R00453,M009730,D01503,2025-11-12 23:56:25,1,399,13,22,408,Delivered,23,0,0,0,3.26,81.6,Medium
O0030714,C000557,R00099,M001545,D02965,2025-10-19 01:13:24,1,341,26,46,361,Delivered,1,0,1,0,7.62,72.2,Small
O0030715,C000497,R00661,M009739,D01346,2026-02-04 08:16:48,4,2008,27,39,2020,Delivered,8,0,0,0,1.34,404.0,Large
O0030716,C000041,R00464,M001791,D00967,2025-11-21 03:17:07,2,428,48,40,420,Delivered,3,0,0,0,11.21,84.0,Medium
O0030717,C004346,R00042,M002274,D02712,2026-04-14 21:39:20,4,576,69,27,534,Delivered,21,1,0,0,11.98,106.8,Medium
O0030718,C003646,R01360,M010871,D00306,2025-10-16 02:38:39,3,462,17,24,469,Delivered,2,0,0,0,3.68,93.8,Medium
O0030719,C003544,R00475,M004003,D01419,2025-12-09 01:42:51,1,507,38,60,529,Delivered,1,0,0,0,7.5,105.8,Medium
O0030720,C001863,R00248,M008116,D02248,2026-02-11 01:47:12,4,1064,33,28,1059,Delivered,1,0,0,0,3.1,211.8,Large
O0030721,C001720,R00222,M011487,D01987,2025-12-15 07:42:00,3,1149,6,33,1176,Delivered,7,0,0,0,0.52,235.2,Large
O0030722,C001781,R00758,M007156,D03923,2026-02-15 18:50:10,1,587,76,33,544,Delivered,18,1,1,0,12.95,108.8,Medium
O0030723,C004225,R00565,M013265,D02591,2025-10-14 19:20:27,4,2768,24,22,2766,Delivered,19,1,0,0,0.87,553.2,Large
O0030724,C002970,R01404,M008415,D02981,2025-11-25 04:00:28,3,699,35,38,702,Delivered,4,0,0,0,5.01,140.4,Medium
O0030725,C004441,R00724,M003029,D01407,2026-04-27 04:53:23,1,237,41,60,256,Delivered,4,0,0,0,17.3,51.2,Small
O0030726,C002793,R00438,M007603,D00564,2025-11-12 05:15:03,4,544,85,58,517,Delivered,5,0,0,0,15.62,103.4,Medium
O0030727,C003279,R00145,M007680,D00376,2026-02-01 19:45:32,3,1218,95,39,1162,Delivered,19,1,1,0,7.8,232.4,Large
O0030728,C002044,R01378,M009433,D00370,2025-08-24 13:27:29,3,870,22,29,877,Delivered,13,1,1,0,2.53,175.4,Medium
O0030729,C004001,R00038,M002004,D02796,2025-07-25 12:32:51,4,2372,62,44,2354,Delivered,12,1,0,0,2.61,470.8,Large
O0030730,C004356,R00748,M006758,D00326,2026-02-12 11:12:51,4,2676,32,33,2677,Delivered,11,0,0,0,1.2,535.4,Large
O0030731,C003168,R00191,M007286,D00384,2026-01-03 18:04:01,1,282,20,40,302,Delivered,18,1,1,0,7.09,60.4,Small
O0030732,C002530,R01498,M002580,D01196,2026-05-01 08:18:46,1,86,43,38,81,Delivered,8,0,0,0,50.0,16.2,Small
O0030733,C002979,R01000,M006274,D00185,2025-09-13 05:44:47,2,394,83,48,359,Delivered,5,0,1,0,21.07,71.8,Small
O0030734,C004294,R00920,M010341,D01557,2026-05-20 18:11:03,3,798,94,30,734,Delivered,18,1,0,0,11.78,146.8,Medium
O0030736,C001365,R00524,M009690,D01769,2026-06-02 17:33:37,2,994,65,43,972,Delivered,17,0,0,0,6.54,194.4,Large
O0030737,C002034,R00501,M014953,D01010,2025-11-04 11:36:01,3,1419,51,26,1394,Delivered,11,0,0,0,3.59,278.8,Large
O0030738,C002020,R01088,M005130,D03577,2026-04-20 11:23:30,2,332,48,51,335,Delivered,11,0,0,0,14.46,67.0,Small
O0030739,C002105,R00149,M005082,D01669,2026-04-28 14:11:03,1,384,75,41,350,Delivered,14,1,0,0,19.53,70.0,Small
O0030740,C003426,R00332,M010235,D02501,2026-01-13 21:30:36,3,1377,57,22,1342,Delivered,21,1,0,0,4.14,268.4,Large
O0030741,C003233,R01167,M013172,D02300,2025-09-18 18:11:10,4,1848,42,43,1849,Delivered,18,1,0,0,2.27,369.8,Large
O0030742,C002163,R00840,M011200,D00320,2025-10-20 15:11:05,1,328,7,22,343,Delivered,15,0,0,0,2.13,68.6,Small
O0030743,C003194,R00519,M013930,D01377,2026-03-13 13:24:39,2,1198,59,40,1179,Delivered,13,1,0,0,4.92,235.8,Large
O0030744,C003387,R00910,M007854,D01609,2026-03-03 11:33:08,1,150,37,25,138,Delivered,11,0,0,0,24.67,27.6,Small
O0030745,C001233,R01358,M004849,D01601,2025-08-18 21:55:47,4,1872,9,48,1911,Delivered,21,1,0,0,0.48,382.2,Large
O0030746,C004993,R00235,M009485,D01670,2025-07-03 03:15:57,2,594,27,45,612,Delivered,3,0,0,0,4.55,122.4,Medium
O0030747,C001543,R00593,M012608,D00884,2025-10-10 11:34:04,1,448,34,53,467,Delivered,11,0,0,0,7.59,93.4,Medium
O0030748,C000117,R00037,M014393,D01091,2026-03-19 12:32:36,3,810,6,56,860,Delivered,12,1,0,0,0.74,172.0,Medium
O0030749,C003293,R01003,M014696,D02761,2025-07-02 16:33:59,3,1395,99,58,1354,Cancelled,16,0,0,1,7.1,270.8,Large
O0030750,C000800,R00185,M006342,D03422,2026-01-04 20:07:19,1,86,13,47,120,Delivered,20,1,1,0,15.12,24.0,Small
O0030751,C002980,R01413,M007670,D03457,2025-09-16 22:41:46,2,232,10,27,249,Delivered,22,0,0,0,4.31,49.8,Small
O0030752,C002495,R00045,M008682,D03979,2025-11-27 15:03:21,3,240,24,30,246,Delivered,15,0,0,0,10.0,49.2,Small
O0030753,C002615,R00251,M005865,D00304,2026-06-15 14:27:08,2,938,69,31,900,Delivered,14,1,0,0,7.36,180.0,Medium
O0030754,C001474,R01354,M010740,D03569,2026-01-06 17:03:56,4,1636,28,37,1645,Delivered,17,0,0,0,1.71,329.0,Large
O0030755,C002486,R01270,M004192,D01314,2025-12-10 06:36:24,2,790,48,35,777,Delivered,6,0,0,0,6.08,155.4,Medium
O0030756,C000103,R00464,M001791,D01659,2026-06-15 07:09:18,4,856,51,36,841,Delivered,7,0,0,0,5.96,168.2,Medium
O0030757,C002346,R00760,M005136,D01912,2026-02-27 13:25:27,1,604,34,23,593,Delivered,13,1,0,0,5.63,118.6,Medium
O0030758,C000386,R01386,M001243,D00386,2025-07-15 06:25:47,4,2288,57,54,2285,Delivered,6,0,0,0,2.49,457.0,Large
O0030759,C002026,R01126,M006502,D00669,2026-06-07 11:11:34,4,1424,9,25,1440,Delivered,11,0,1,0,0.63,288.0,Large
O0030760,C000791,R00426,M006043,D01969,2026-05-17 15:32:58,2,376,30,25,371,Delivered,15,0,1,0,7.98,74.2,Small
O0030761,C002510,R00706,M004051,D01891,2025-08-24 12:21:09,2,1136,34,56,1158,Delivered,12,1,1,0,2.99,231.6,Large
O0030762,C003758,R01162,M001977,D02045,2025-10-06 18:20:38,4,1424,52,42,1414,Delivered,18,1,0,0,3.65,282.8,Large
O0030763,C001951,R01281,M004085,D03393,2025-11-29 14:55:45,3,930,33,55,952,Delivered,14,1,1,0,3.55,190.4,Large
O0030764,C001958,R00218,M010418,D03380,2025-09-26 21:53:52,4,1512,41,54,1525,Delivered,21,1,0,0,2.71,305.0,Large
O0030765,C002553,R00682,M011698,D02128,2025-09-14 21:32:50,4,1640,32,54,1662,Delivered,21,1,1,0,1.95,332.4,Large
O0030766,C002062,R00962,M000470,D00400,2025-08-29 15:41:40,4,1632,3,50,1679,Delivered,15,0,0,0,0.18,335.8,Large
O0030767,C004875,R00650,M004903,D02120,2025-08-08 00:43:37,4,568,32,38,574,Delivered,0,0,0,0,5.63,114.8,Medium
O0030768,C004516,R00272,M013743,D00497,2026-05-09 05:10:54,1,571,36,53,588,Delivered,5,0,1,0,6.3,117.6,Medium
O0030769,C001158,R01346,M008651,D03403,2026-04-24 22:33:20,4,1052,50,46,1048,Delivered,22,0,0,0,4.75,209.6,Large
O0030770,C001550,R00504,M012096,D00420,2026-05-24 15:59:10,3,1620,20,21,1621,Delivered,15,0,1,0,1.23,324.2,Large
O0030771,C001630,R00586,M000717,D03154,2026-01-10 10:37:41,1,558,38,22,542,Delivered,10,0,1,0,6.81,108.4,Medium
O0030772,C000214,R00091,M009569,D00868,2025-08-29 12:49:28,3,1053,48,39,1044,Delivered,12,1,0,0,4.56,208.8,Large
O0030773,C000046,R01172,M013014,D02368,2025-07-18 18:29:01,4,868,63,59,864,Delivered,18,1,0,0,7.26,172.8,Medium
O0030774,C001001,R00748,M002912,D03319,2025-11-01 02:30:28,2,354,16,52,390,Cancelled,2,0,1,1,4.52,78.0,Small
O0030775,C001304,R00212,M011772,D01262,2026-05-15 11:21:38,2,734,7,60,787,Delivered,11,0,0,0,0.95,157.4,Medium
O0030776,C000743,R00126,M009259,D02040,2026-04-17 02:54:59,2,1328,43,58,1343,Delivered,2,0,0,0,3.24,268.6,Large
O0030777,C003061,R00929,M012540,D01522,2025-06-19 14:11:05,3,303,34,48,317,Delivered,14,1,0,0,11.22,63.4,Small
O0030778,C001261,R00096,M006369,D02679,2025-12-06 05:17:47,1,264,4,52,312,Delivered,5,0,1,0,1.52,62.4,Small
O0030779,C001734,R00229,M007394,D02354,2025-11-19 21:12:56,2,284,58,35,261,Delivered,21,1,0,0,20.42,52.2,Small
O0030780,C003672,R00845,M004755,D03838,2025-07-10 16:40:27,1,211,22,49,238,Delivered,16,0,0,0,10.43,47.6,Small
O0030781,C002738,R00858,M004582,D01869,2025-10-08 14:37:05,3,900,42,39,897,Delivered,14,1,0,0,4.67,179.4,Medium
O0030782,C004897,R01053,M000438,D02716,2025-09-05 17:48:45,3,1458,38,29,1449,Delivered,17,0,0,0,2.61,289.8,Large
O0030783,C003104,R00605,M013042,D03262,2025-11-15 11:35:48,4,1616,6,21,1631,Delivered,11,0,1,0,0.37,326.2,Large
O0030784,C002370,R00027,M008553,D03987,2025-10-18 10:40:22,4,476,44,43,475,Delivered,10,0,1,0,9.24,95.0,Medium
O0030785,C004789,R00703,M002484,D00983,2026-04-15 02:21:07,1,306,63,25,268,Delivered,2,0,0,0,20.59,53.6,Small
O0030786,C004285,R00274,M004061,D01854,2025-12-10 02:54:22,3,1200,100,38,1138,Delivered,2,0,0,0,8.33,227.6,Large
O0030787,C003926,R00975,M000521,D01802,2025-11-21 09:23:26,2,598,14,22,606,Delivered,9,0,0,0,2.34,121.2,Medium
O0030788,C000959,R01145,M000032,D01431,2025-06-24 00:14:08,3,1104,54,58,1108,Delivered,0,0,0,0,4.89,221.6,Large
O0030789,C001184,R00066,M014129,D00727,2025-11-22 04:50:21,4,2616,76,45,2585,Delivered,4,0,1,0,2.91,517.0,Large
O0030790,C001642,R01374,M006654,D00742,2026-01-16 10:28:47,4,360,56,36,340,Delivered,10,0,0,0,15.56,68.0,Small
O0030791,C004521,R01324,M013997,D00210,2025-06-18 15:48:49,2,1170,77,44,1137,Delivered,15,0,0,0,6.58,227.4,Large
O0030792,C004072,R01127,M000940,D01398,2025-10-17 13:25:36,1,681,42,22,661,Delivered,13,1,0,0,6.17,132.2,Medium
O0030793,C002187,R00159,M001742,D00763,2026-05-29 19:50:46,2,668,9,33,692,Delivered,19,1,0,0,1.35,138.4,Medium
O0030794,C003610,R00312,M011043,D02393,2025-07-07 11:44:00,4,2608,60,21,2569,Delivered,11,0,0,0,2.3,513.8,Large
O0030795,C002862,R00527,M004823,D03415,2025-08-26 07:45:13,1,566,64,45,547,Cancelled,7,0,0,1,11.31,109.4,Medium
O0030796,C003624,R00224,M005567,D00229,2026-02-15 15:42:51,4,952,43,46,955,Delivered,15,0,1,0,4.52,191.0,Large
O0030797,C004515,R01332,M003506,D00109,2025-10-26 04:29:42,3,519,50,31,500,Delivered,4,0,1,0,9.63,100.0,Medium
O0030798,C004327,R00832,M013327,D02238,2025-07-31 16:44:39,3,948,27,21,942,Delivered,16,0,0,0,2.85,188.4,Large
O0030799,C000924,R00935,M009556,D01583,2025-12-04 07:20:04,3,1578,19,48,1607,Delivered,7,0,0,0,1.2,321.4,Large
O0030800,C004938,R00323,M010893,D03969,2026-05-31 11:34:13,1,644,29,44,659,Delivered,11,0,1,0,4.5,131.8,Medium
O0030801,C001166,R00207,M002099,D00530,2025-11-19 16:35:33,2,494,21,35,508,Delivered,16,0,0,0,4.25,101.6,Medium
O0030802,C000400,R01442,M007995,D00580,2026-01-28 09:40:13,2,976,54,42,964,Delivered,9,0,0,0,5.53,192.8,Large
O0030803,C001211,R01266,M004249,D02587,2025-09-01 08:50:26,3,1428,14,60,1474,Delivered,8,0,0,0,0.98,294.8,Large
O0030804,C001137,R01497,M009283,D00023,2025-09-21 19:11:38,1,525,25,41,541,Delivered,19,1,1,0,4.76,108.2,Medium
O0030805,C002968,R00244,M000089,D01960,2026-05-20 15:07:22,3,801,79,58,780,Delivered,15,0,0,0,9.86,156.0,Medium
O0030806,C000745,R01021,M008801,D00600,2025-08-02 06:33:49,3,348,91,35,292,Delivered,6,0,1,0,26.15,58.4,Small
O0030807,C000890,R00954,M005635,D02502,2025-08-11 07:42:35,2,430,13,53,470,Delivered,7,0,0,0,3.02,94.0,Medium
O0030808,C000702,R01494,M008467,D02295,2026-05-12 02:34:40,4,1584,5,47,1626,Delivered,2,0,0,0,0.32,325.2,Large
O0030809,C000324,R01126,M010443,D02436,2026-03-10 19:40:22,3,1350,58,30,1322,Delivered,19,1,0,0,4.3,264.4,Large
O0030810,C003260,R01481,M008357,D01406,2025-11-09 09:06:19,3,408,13,59,454,Delivered,9,0,1,0,3.19,90.8,Medium
O0030811,C000615,R01429,M010270,D01806,2025-09-28 17:54:09,3,1647,55,45,1637,Delivered,17,0,1,0,3.34,327.4,Large
O0030812,C001413,R00841,M011234,D03973,2026-03-29 07:54:37,4,1840,19,28,1849,Delivered,7,0,1,0,1.03,369.8,Large
O0030813,C001214,R00015,M011387,D02917,2025-09-08 08:30:44,1,680,38,31,673,Delivered,8,0,0,0,5.59,134.6,Medium
O0030814,C001279,R00196,M006226,D02626,2026-01-06 02:12:09,4,2760,57,55,2758,Delivered,2,0,0,0,2.07,551.6,Large
O0030815,C003673,R00569,M009873,D01640,2025-06-28 00:25:38,4,2564,76,37,2525,Delivered,0,0,1,0,2.96,505.0,Large
O0030816,C002362,R01115,M013496,D01338,2026-02-20 13:55:57,1,230,82,41,189,Delivered,13,1,0,0,35.65,37.8,Small
O0030817,C003587,R00641,M008936,D00429,2026-03-12 07:35:55,3,1959,62,46,1943,Delivered,7,0,0,0,3.16,388.6,Large
O0030818,C002969,R00151,M003460,D03452,2026-06-03 05:11:00,3,786,90,50,746,Delivered,5,0,0,0,11.45,149.2,Medium
O0030819,C000042,R00943,M004769,D03127,2025-06-28 04:19:08,1,222,24,25,223,Delivered,4,0,1,0,10.81,44.6,Small
O0030820,C000863,R01472,M014203,D01313,2025-09-15 18:58:25,4,860,17,23,866,Delivered,18,1,0,0,1.98,173.2,Medium
O0030821,C002770,R01098,M004337,D00321,2025-06-28 14:21:59,2,1084,42,25,1067,Delivered,14,1,1,0,3.87,213.4,Large
O0030822,C004858,R00597,M001436,D01414,2025-08-20 17:53:03,1,639,20,39,658,Delivered,17,0,0,0,3.13,131.6,Medium
O0030823,C002360,R00760,M012575,D00306,2025-11-07 21:58:23,2,554,50,29,533,Delivered,21,1,0,0,9.03,106.6,Medium
O0030824,C003797,R00010,M006828,D00464,2025-07-02 01:14:46,4,1728,38,48,1738,Delivered,1,0,0,0,2.2,347.6,Large
O0030825,C004031,R00976,M000237,D03715,2025-09-28 00:26:48,2,292,33,59,318,Delivered,0,0,1,0,11.3,63.6,Small
O0030826,C004935,R01317,M002407,D02246,2026-02-01 15:53:34,2,988,19,34,1003,Delivered,15,0,1,0,1.92,200.6,Large
O0030827,C000791,R00492,M010066,D03465,2025-09-02 00:53:28,4,1508,43,52,1517,Delivered,0,0,0,0,2.85,303.4,Large
O0030828,C003442,R01090,M005687,D02475,2026-06-10 20:38:17,4,2776,95,50,2731,Delivered,20,1,0,0,3.42,546.2,Large
O0030829,C004895,R00588,M007021,D01409,2026-03-26 05:49:22,1,235,62,53,226,Delivered,5,0,0,0,26.38,45.2,Small
O0030830,C004185,R01043,M002095,D01027,2026-01-22 00:36:21,1,218,10,31,239,Delivered,0,0,0,0,4.59,47.8,Small
O0030831,C000950,R01247,M014473,D00158,2025-06-23 18:42:14,2,506,4,43,545,Delivered,18,1,0,0,0.79,109.0,Medium
O0030832,C000434,R00403,M010409,D02800,2025-07-08 15:39:41,1,93,26,37,104,Delivered,15,0,0,0,27.96,20.8,Small
O0030833,C001994,R00977,M010964,D00150,2026-03-16 17:34:53,1,514,1,20,533,Delivered,17,0,0,0,0.19,106.6,Medium
O0030834,C001364,R01374,M009534,D02900,2025-11-01 10:40:20,3,1809,98,43,1754,Delivered,10,0,1,0,5.42,350.8,Large
O0030835,C002728,R00494,M002803,D01276,2025-09-07 19:11:18,1,617,46,21,592,Delivered,19,1,1,0,7.46,118.4,Medium
O0030836,C000110,R00854,M003535,D02689,2026-06-04 11:22:56,3,1470,31,25,1464,Delivered,11,0,0,0,2.11,292.8,Large
O0030837,C004001,R00588,M007021,D03816,2026-05-06 23:56:09,1,235,29,28,234,Delivered,23,0,0,0,12.34,46.8,Small
O0030838,C004589,R00693,M012900,D01557,2026-03-23 20:55:59,1,551,27,26,550,Delivered,20,1,0,0,4.9,110.0,Medium
O0030839,C000686,R00419,M007598,D03828,2025-12-09 13:06:18,2,1370,45,49,1374,Delivered,13,1,0,0,3.28,274.8,Large
O0030840,C002509,R00958,M007725,D00603,2026-01-29 15:13:21,2,492,14,30,508,Delivered,15,0,0,0,2.85,101.6,Medium
O0030841,C003096,R00900,M010440,D03238,2025-12-07 13:45:09,4,428,30,57,455,Delivered,13,1,1,0,7.01,91.0,Medium
O0030842,C001109,R00510,M007321,D03017,2025-09-18 15:47:04,2,1302,95,37,1244,Delivered,15,0,0,0,7.3,248.8,Large
O0030843,C002879,R01415,M013764,D01057,2025-06-19 10:44:30,4,1540,45,25,1520,Delivered,10,0,0,0,2.92,304.0,Large
O0030844,C004809,R01047,M004145,D02505,2025-11-06 14:18:35,2,1276,60,33,1249,Delivered,14,1,0,0,4.7,249.8,Large
O0030845,C001278,R00984,M013313,D00201,2025-08-03 15:15:16,1,446,47,50,449,Delivered,15,0,1,0,10.54,89.8,Medium
O0030846,C002057,R00646,M003712,D01982,2026-05-28 14:26:00,4,2604,51,46,2599,Delivered,14,1,0,0,1.96,519.8,Large
O0030847,C004731,R00159,M001742,D02715,2025-12-01 00:19:57,2,668,30,36,674,Delivered,0,0,0,0,4.49,134.8,Medium
O0030848,C003395,R00512,M009313,D03383,2026-01-13 16:14:17,1,156,20,32,168,Delivered,16,0,0,0,12.82,33.6,Small
O0030849,C002728,R00680,M004575,D03943,2025-07-08 15:43:33,2,194,38,29,185,Delivered,15,0,0,0,19.59,37.0,Small
O0030850,C002869,R00338,M005713,D00118,2026-05-13 19:08:54,1,446,38,50,458,Delivered,19,1,0,0,8.52,91.6,Medium
O0030851,C001990,R00974,M007301,D01011,2026-05-05 15:36:55,3,1731,40,42,1733,Delivered,15,0,0,0,2.31,346.6,Large
O0030852,C001432,R00904,M008698,D00230,2026-02-28 10:48:36,2,1352,32,28,1348,Delivered,10,0,1,0,2.37,269.6,Large
O0030853,C002394,R01062,M014024,D00294,2025-07-12 01:20:31,3,1770,17,53,1806,Delivered,1,0,1,0,0.96,361.2,Large
O0030854,C002271,R00444,M001868,D00966,2025-10-04 23:20:16,3,972,50,26,948,Delivered,23,0,1,0,5.14,189.6,Large
O0030855,C004376,R01486,M013568,D03656,2025-08-09 11:12:28,2,648,29,47,666,Delivered,11,0,1,0,4.48,133.2,Medium
O0030856,C002596,R01279,M014287,D02272,2026-05-23 19:05:06,1,202,20,54,236,Delivered,19,1,1,0,9.9,47.2,Small
O0030857,C004648,R00312,M005453,D03976,2025-10-14 22:33:36,1,598,26,29,601,Delivered,22,0,0,0,4.35,120.2,Medium
O0030858,C000008,R01241,M005724,D03578,2026-04-08 12:52:03,2,1152,3,37,1186,Delivered,12,1,0,0,0.26,237.2,Large
O0030859,C001484,R00694,M012979,D00959,2026-04-12 00:03:52,3,252,0,24,276,Delivered,0,0,1,0,0.0,55.2,Small
O0030860,C001278,R01459,M011528,D02288,2026-06-13 22:15:45,1,204,65,22,161,Cancelled,22,0,1,1,31.86,32.2,Small
O0030861,C001952,R00420,M011771,D01064,2026-04-01 02:16:40,1,629,53,44,620,Delivered,2,0,0,0,8.43,124.0,Medium
O0030862,C002782,R01273,M004758,D01176,2026-03-05 10:35:24,3,480,14,56,522,Delivered,10,0,0,0,2.92,104.4,Medium
O0030863,C004861,R01081,M012501,D03909,2026-05-23 15:36:26,4,820,55,57,822,Delivered,15,0,1,0,6.71,164.4,Medium
O0030864,C002749,R00014,M010984,D01007,2026-06-09 06:21:13,3,498,12,43,529,Delivered,6,0,0,0,2.41,105.8,Medium
O0030865,C004648,R00775,M011616,D01564,2025-11-16 19:15:56,4,1528,62,53,1519,Delivered,19,1,1,0,4.06,303.8,Large
O0030866,C001170,R00449,M014937,D01895,2026-05-23 15:24:42,2,272,13,33,292,Delivered,15,0,1,0,4.78,58.4,Small
O0030867,C000725,R00476,M001514,D01953,2025-08-19 01:07:33,1,657,22,53,688,Delivered,1,0,0,0,3.35,137.6,Medium
O0030868,C002952,R00821,M008074,D00442,2025-10-01 05:04:24,3,1413,97,23,1339,Delivered,5,0,0,0,6.86,267.8,Large
O0030869,C002383,R00874,M002160,D03337,2026-01-01 08:13:42,4,1396,68,25,1353,Delivered,8,0,0,0,4.87,270.6,Large
O0030870,C004558,R00019,M005093,D00487,2026-05-27 00:52:26,2,1040,40,41,1041,Delivered,0,0,0,0,3.85,208.2,Large
O0030871,C002189,R00961,M007944,D02455,2025-09-30 20:53:47,1,320,30,45,335,Delivered,20,1,0,0,9.38,67.0,Small
O0030872,C003118,R01320,M009374,D02345,2026-01-30 04:19:17,2,1036,42,23,1017,Cancelled,4,0,0,1,4.05,203.4,Large
O0030873,C001836,R01458,M010589,D02776,2025-08-10 03:01:27,4,1880,40,32,1872,Delivered,3,0,1,0,2.13,374.4,Large
O0030874,C004127,R00963,M001982,D00143,2025-10-15 14:53:25,1,538,53,43,528,Delivered,14,1,0,0,9.85,105.6,Medium
O0030875,C000369,R01382,M006980,D02055,2025-11-23 13:57:36,1,459,10,21,470,Delivered,13,1,1,0,2.18,94.0,Medium
O0030876,C001751,R01128,M013132,D02117,2025-06-19 00:17:46,1,332,30,37,339,Delivered,0,0,0,0,9.04,67.8,Small
O0030877,C000068,R01434,M004928,D00441,2026-04-27 01:17:56,4,852,14,50,888,Delivered,1,0,0,0,1.64,177.6,Medium
O0030878,C004385,R00564,M011694,D01046,2026-03-14 09:23:26,3,576,74,24,526,Delivered,9,0,1,0,12.85,105.2,Medium
O0030879,C000258,R00719,M002156,D03801,2025-10-26 05:58:24,3,1953,34,35,1954,Delivered,5,0,1,0,1.74,390.8,Large
O0030880,C001550,R00517,M011722,D03567,2025-08-28 21:10:10,4,1412,56,59,1415,Delivered,21,1,0,0,3.97,283.0,Large
O0030881,C000615,R00425,M002594,D01063,2026-02-12 10:10:20,3,765,38,35,762,Delivered,10,0,0,0,4.97,152.4,Medium
O0030882,C000093,R00864,M008987,D03853,2026-04-18 17:18:20,2,418,96,37,359,Delivered,17,0,1,0,22.97,71.8,Small
O0030883,C004815,R00677,M009557,D00001,2026-04-15 00:20:44,4,2400,49,41,2392,Delivered,0,0,0,0,2.04,478.4,Large
O0030884,C003151,R00703,M001635,D02294,2025-11-01 04:56:29,4,1000,91,36,945,Delivered,4,0,1,0,9.1,189.0,Large
O0030885,C004826,R00310,M004943,D03846,2026-05-13 17:48:00,4,2232,42,56,2246,Delivered,17,0,0,0,1.88,449.2,Large
O0030886,C000606,R01379,M012749,D02134,2026-03-24 10:47:09,3,1236,18,21,1239,Cancelled,10,0,0,1,1.46,247.8,Large
O0030887,C000775,R00586,M004696,D03573,2025-08-10 11:29:00,2,526,25,40,541,Delivered,11,0,1,0,4.75,108.2,Medium
O0030888,C002771,R00746,M006498,D02325,2025-08-11 12:14:48,2,1016,29,59,1046,Delivered,12,1,0,0,2.85,209.2,Large
O0030889,C002790,R01125,M013577,D01187,2026-01-05 23:55:12,3,267,77,22,212,Delivered,23,0,0,0,28.84,42.4,Small
O0030890,C001549,R00978,M012767,D00621,2026-02-19 05:48:13,4,1744,11,22,1755,Delivered,5,0,0,0,0.63,351.0,Large
O0030891,C001918,R01158,M012468,D00819,2025-11-11 16:05:59,3,1755,50,47,1752,Delivered,16,0,0,0,2.85,350.4,Large
O0030892,C004530,R01213,M010582,D00989,2025-10-26 06:21:42,4,2248,34,36,2250,Delivered,6,0,1,0,1.51,450.0,Large
O0030893,C003236,R00380,M011113,D02608,2026-02-18 13:08:26,2,502,11,56,547,Delivered,13,1,0,0,2.19,109.4,Medium
O0030894,C000427,R01061,M008959,D00605,2025-06-30 00:26:37,1,490,32,42,500,Delivered,0,0,0,0,6.53,100.0,Medium
O0030895,C000658,R00996,M006464,D00280,2025-12-14 16:08:54,1,296,38,47,305,Delivered,16,0,1,0,12.84,61.0,Small
O0030896,C000908,R01398,M011363,D02186,2026-01-04 02:03:55,4,432,23,39,448,Delivered,2,0,1,0,5.32,89.6,Medium
O0030897,C004066,R00233,M000594,D00629,2025-07-30 20:26:11,1,693,29,35,699,Delivered,20,1,0,0,4.18,139.8,Medium
O0030898,C001295,R01205,M004959,D02112,2026-03-10 14:34:47,2,308,23,56,341,Delivered,14,1,0,0,7.47,68.2,Small
O0030899,C001941,R01207,M009830,D03249,2025-06-29 02:46:27,3,1377,18,48,1407,Delivered,2,0,1,0,1.31,281.4,Large
O0030900,C003956,R00152,M004746,D02915,2026-06-15 05:15:47,3,1116,36,44,1124,Delivered,5,0,0,0,3.23,224.8,Large
O0030901,C004657,R00567,M000849,D00419,2026-04-08 08:28:22,4,1372,90,35,1317,Delivered,8,0,0,0,6.56,263.4,Large
O0030902,C001929,R00438,M005641,D02939,2026-05-07 17:33:19,1,629,26,57,660,Delivered,17,0,0,0,4.13,132.0,Medium
O0030903,C001787,R01217,M001222,D00670,2026-01-24 23:53:39,2,1304,91,36,1249,Delivered,23,0,1,0,6.98,249.8,Large
O0030904,C002274,R00513,M012459,D02973,2026-02-04 13:58:24,3,1932,26,25,1931,Delivered,13,1,0,0,1.35,386.2,Large
