item_id,restaurant_id,cuisine_type,item_name,price,preparation_time
M007673,R00123,Biryani,Chicken Biryani,227,28
M007674,R01360,Biryani,Chicken Biryani,114,21
M007675,R01112,Pizza,Margherita Pizza,317,23
M007676,R00506,Chinese,Spring Roll,478,12
M007677,R01083,Pizza,Margherita Pizza,652,11
M007678,R00710,Biryani,Mutton Biryani,418,42
M007679,R00997,North Indian,Butter Naan,347,35
M007680,R00145,South Indian,Vada,406,15
M007681,R00454,South Indian,Vada,597,26
M007682,R01083,Pizza,Veg Pizza,204,21
M007683,R00454,South Indian,Pongal,573,20
M007684,R01345,North Indian,Paneer Butter Masala,643,39
M007685,R00823,North Indian,Dal Makhani,392,11
M007686,R00965,North Indian,Butter Naan,259,31
M007687,R00340,Beverages,Mojito,556,27
M007688,R01043,Burger,Chicken Burger,362,40
M007689,R01143,South Indian,Pongal,199,32
M007690,R01028,North Indian,Dal Makhani,417,32
M007691,R01301,Burger,Chicken Burger,581,38
M007692,R00524,Biryani,Paneer Biryani,92,10
M007693,R00411,Biryani,Chicken Biryani,456,45
M007694,R01434,South Indian,Masala Dosa,255,24
M007695,R00599,Chinese,Manchurian,562,25
M007696,R01194,South Indian,Pongal,228,21
M007697,R01094,South Indian,Pongal,271,18
M007698,R00103,Healthy Foods,Protein Bowl,313,17
M007699,R01132,South Indian,Pongal,279,23
M007700,R01354,Biryani,Paneer Biryani,554,43
M007701,R00485,North Indian,Butter Naan,548,14
M007702,R00823,North Indian,Dal Makhani,386,37
M007703,R00214,North Indian,Paneer Butter Masala,481,24
M007704,R00510,South Indian,Masala Dosa,404,12
M007705,R00355,Burger,Veg Burger,544,41
M007706,R00833,Healthy Foods,Protein Bowl,631,36
M007707,R00049,South Indian,Masala Dosa,513,24
M007708,R00858,Burger,Chicken Burger,671,16
M007709,R00685,South Indian,Uttapam,511,35
M007710,R00976,Biryani,Chicken Biryani,552,19
M007711,R00122,South Indian,Masala Dosa,370,12
M007712,R01363,Biryani,Chicken Biryani,669,10
M007713,R01366,South Indian,Vada,541,27
M007714,R00567,Pizza,Margherita Pizza,94,32
M007715,R01493,Pizza,Margherita Pizza,343,31
M007716,R00927,North Indian,Chole Bhature,529,39
M007717,R00998,Chinese,Fried Rice,122,20
M007718,R00536,Desserts,Ice Cream,586,19
M007719,R00361,North Indian,Butter Naan,617,27
M007720,R00425,Pizza,Pepperoni Pizza,337,43
M007721,R01423,North Indian,Butter Naan,215,40
M007722,R00313,Biryani,Chicken Biryani,187,19
M007723,R00869,North Indian,Dal Makhani,570,27
M007724,R00181,North Indian,Dal Makhani,332,39
M007725,R00958,North Indian,Chole Bhature,246,14
M007726,R00776,North Indian,Dal Makhani,580,24
M007727,R01184,North Indian,Paneer Butter Masala,610,12
M007728,R01373,Burger,Veg Burger,312,29
M007729,R01126,Burger,Cheese Burger,264,35
M007730,R00389,North Indian,Chole Bhature,365,11
M007731,R00118,South Indian,Vada,143,28
M007732,R00832,North Indian,Dal Makhani,86,32
M007733,R00741,Burger,Chicken Burger,554,30
M007734,R00497,South Indian,Vada,508,44
M007735,R01468,Beverages,Mojito,212,34
M007736,R01294,South Indian,Masala Dosa,635,20
M007737,R00033,Burger,Chicken Burger,407,13
M007738,R00923,Biryani,Mutton Biryani,620,21
M007739,R01500,North Indian,Chole Bhature,546,12
M007740,R01111,South Indian,Idli,387,10
M007741,R00660,South Indian,Pongal,281,24
M007742,R00882,Biryani,Chicken Biryani,148,37
M007743,R00682,North Indian,Paneer Butter Masala,599,44
M007744,R01200,Biryani,Mutton Biryani,687,40
M007745,R01241,North Indian,Paneer Butter Masala,163,30
M007746,R01151,South Indian,Uttapam,99,12
M007747,R00467,South Indian,Vada,526,37
M007748,R00782,Beverages,Cold Coffee,425,27
M007749,R00286,South Indian,Idli,97,43
M007750,R01184,North Indian,Chole Bhature,167,29
M007751,R01258,Desserts,Ice Cream,182,42
M007752,R00736,Pizza,Pepperoni Pizza,456,31
M007753,R01184,North Indian,Paneer Butter Masala,560,16
M007754,R01349,Biryani,Paneer Biryani,591,26
M007755,R00578,Desserts,Ice Cream,611,42
M007756,R01202,North Indian,Butter Naan,264,39
M007757,R01232,Chinese,Manchurian,666,26
M007758,R00753,Biryani,Mutton Biryani,641,19
M007759,R00699,South Indian,Masala Dosa,647,37
M007760,R00876,Burger,Chicken Burger,345,10
M007761,R01362,Biryani,Paneer Biryani,137,17
M007762,R00152,South Indian,Uttapam,574,17
M007763,R00188,South Indian,Vada,404,24
M007764,R01396,Chinese,Fried Rice,527,19
M007765,R00144,Biryani,Veg Biryani,544,29
M007766,R00475,North Indian,Dal Makhani,274,34
M007767,R01099,Chinese,Noodles,412,31
M007768,R01139,Biryani,Paneer Biryani,519,18
M007769,R00632,Biryani,Mutton Biryani,638,29
M007770,R00389,North Indian,Paneer Butter Masala,334,39
M007771,R01252,Chinese,Fried Rice,336,22
M007772,R01114,Biryani,Veg Biryani,381,24
M007773,R00240,Desserts,Brownie,661,45
M007774,R00775,South Indian,Vada,583,43
M007775,R00125,Pizza,Pepperoni Pizza,248,44
M007776,R00931,Desserts,Ice Cream,201,20
M007777,R00646,Healthy Foods,Salad Bowl,247,25
M007778,R01148,North Indian,Paneer Butter Masala,496,10
M007779,R01455,South Indian,Uttapam,457,38
M007780,R01312,Chinese,Spring Roll,569,17
M007781,R00311,Biryani,Chicken Biryani,206,32
M007782,R01187,South Indian,Masala Dosa,459,28
M007783,R01009,Biryani,Paneer Biryani,232,29
M007784,R01190,Biryani,Mutton Biryani,565,42
M007785,R00580,North Indian,Dal Makhani,586,38
M007786,R00288,North Indian,Paneer Butter Masala,635,41
M007787,R01099,Chinese,Spring Roll,444,43
M007788,R00055,Biryani,Veg Biryani,313,24
M007789,R00442,Healthy Foods,Protein Bowl,91,41
M007790,R00739,South Indian,Pongal,610,29
M007791,R00962,Desserts,Brownie,660,44
M007792,R00128,South Indian,Vada,495,44
M007793,R00850,Biryani,Mutton Biryani,127,35
M007794,R01034,Biryani,Veg Biryani,620,32
M007795,R01414,Pizza,Veg Pizza,647,33
M007796,R01042,South Indian,Pongal,305,36
M007797,R01475,Pizza,Veg Pizza,124,24
M007798,R00582,Pizza,Veg Pizza,305,11
M007799,R01455,South Indian,Vada,650,39
M007800,R00924,South Indian,Uttapam,135,14
M007801,R01378,Pizza,Farmhouse Pizza,366,15
M007802,R00599,Chinese,Spring Roll,218,38
M007803,R00578,Desserts,Brownie,645,24
M007804,R00297,Burger,Chicken Burger,536,41
M007805,R01235,Pizza,Farmhouse Pizza,636,14
M007806,R00102,Burger,Chicken Burger,330,28
M007807,R00359,Biryani,Paneer Biryani,606,20
M007808,R00644,North Indian,Paneer Butter Masala,581,10
M007809,R00792,Burger,Veg Burger,450,19
M007810,R01416,North Indian,Paneer Butter Masala,334,36
M007811,R01332,Burger,Chicken Burger,506,13
M007812,R00676,South Indian,Idli,263,17
M007813,R00974,South Indian,Vada,581,18
M007814,R00838,Biryani,Paneer Biryani,588,41
M007815,R00963,North Indian,Dal Makhani,121,26
M007816,R00655,Healthy Foods,Grilled Chicken,430,38
M007817,R01284,North Indian,Chole Bhature,632,33
M007818,R00703,Chinese,Noodles,122,40
M007819,R00489,North Indian,Butter Naan,275,14
M007820,R01371,Chinese,Fried Rice,370,13
M007821,R00894,North Indian,Chole Bhature,211,23
M007822,R00999,Chinese,Noodles,392,27
M007823,R00577,Biryani,Chicken Biryani,311,26
M007824,R01012,North Indian,Butter Naan,638,44
M007825,R00523,Chinese,Spring Roll,666,31
M007826,R00493,North Indian,Paneer Butter Masala,498,11
M007827,R00667,Burger,Veg Burger,627,11
M007828,R00130,South Indian,Pongal,623,40
M007829,R00855,Biryani,Paneer Biryani,500,19
M007830,R01145,Burger,Chicken Burger,307,23
M007831,R01348,Healthy Foods,Grilled Chicken,260,11
M007832,R01389,Biryani,Mutton Biryani,624,16
M007833,R01243,Chinese,Fried Rice,314,39
M007834,R01468,Beverages,Cold Coffee,378,39
M007835,R01180,Biryani,Chicken Biryani,82,38
M007836,R00791,Biryani,Mutton Biryani,561,40
M007837,R01376,South Indian,Pongal,282,42
M007838,R00950,South Indian,Idli,330,41
M007839,R00011,Desserts,Brownie,669,36
M007840,R00058,Burger,Veg Burger,422,41
M007841,R01023,Biryani,Veg Biryani,575,42
M007842,R00603,South Indian,Masala Dosa,401,15
M007843,R01105,South Indian,Idli,618,45
M007844,R00448,Burger,Cheese Burger,191,31
M007845,R00176,South Indian,Vada,436,35
M007846,R00017,Desserts,Chocolate Cake,656,44
M007847,R00813,Burger,Chicken Burger,363,16
M007848,R00989,Pizza,Pepperoni Pizza,245,24
M007849,R00633,South Indian,Pongal,288,12
M007850,R00362,South Indian,Idli,530,45
M007851,R01359,Healthy Foods,Protein Bowl,618,39
M007852,R00751,Chinese,Manchurian,262,33
M007853,R01153,Biryani,Veg Biryani,191,22
M007854,R00910,South Indian,Vada,150,20
M007855,R01211,Biryani,Veg Biryani,80,43
M007856,R00603,South Indian,Vada,150,17
M007857,R00964,Biryani,Mutton Biryani,535,22
M007858,R00715,Healthy Foods,Grilled Chicken,661,35
M007859,R01379,South Indian,Uttapam,90,26
M007860,R01188,North Indian,Chole Bhature,255,40
M007861,R00041,South Indian,Masala Dosa,688,37
M007862,R00685,South Indian,Vada,347,20
M007863,R00892,South Indian,Pongal,152,42
M007864,R00540,Desserts,Chocolate Cake,165,28
M007865,R00328,Biryani,Paneer Biryani,664,11
M007866,R00820,Biryani,Veg Biryani,533,39
M007867,R00594,Biryani,Veg Biryani,531,13
M007868,R00858,Burger,Cheese Burger,90,32
M007869,R00553,Desserts,Chocolate Cake,691,32
M007870,R01104,North Indian,Dal Makhani,490,21
M007871,R01187,South Indian,Pongal,657,39
M007872,R01125,North Indian,Paneer Butter Masala,471,39
M007873,R00280,Healthy Foods,Grilled Chicken,229,11
M007874,R00594,Biryani,Veg Biryani,536,40
M007875,R00637,South Indian,Idli,483,17
M007876,R00725,Chinese,Noodles,208,17
M007877,R00706,Pizza,Margherita Pizza,105,19
M007878,R00376,South Indian,Vada,633,38
M007879,R01361,South Indian,Masala Dosa,171,41
M007880,R01347,North Indian,Dal Makhani,301,39
M007881,R00120,Chinese,Noodles,484,28
M007882,R00881,Chinese,Noodles,439,26
M007883,R01091,Pizza,Veg Pizza,97,19
M007884,R00927,North Indian,Dal Makhani,152,23
M007885,R00304,South Indian,Idli,530,41
M007886,R00635,Biryani,Paneer Biryani,234,40
M007887,R00363,North Indian,Chole Bhature,442,35
M007888,R00862,Biryani,Veg Biryani,529,29
M007889,R00794,Biryani,Chicken Biryani,318,40
M007890,R00354,North Indian,Butter Naan,633,27
M007891,R01097,South Indian,Pongal,379,36
M007892,R00204,South Indian,Pongal,673,22
M007893,R01241,North Indian,Chole Bhature,156,27
M007894,R00783,South Indian,Masala Dosa,174,14
M007895,R01375,Burger,Chicken Burger,689,30
M007896,R00378,Biryani,Veg Biryani,330,41
M007897,R01008,North Indian,Dal Makhani,91,36
M007898,R01380,Biryani,Mutton Biryani,159,29
M007899,R00252,Chinese,Manchurian,172,27
M007900,R00547,South Indian,Masala Dosa,633,38
M007901,R01259,North Indian,Chole Bhature,304,13
M007902,R00969,North Indian,Chole Bhature,134,20
M007903,R01436,South Indian,Uttapam,162,20
M007904,R00702,South Indian,Masala Dosa,122,42
M007905,R01460,Burger,Chicken Burger,418,17
M007906,R00793,Chinese,Noodles,476,35
M007907,R01383,North Indian,Dal Makhani,689,41
M007908,R01443,South Indian,Vada,570,11
M007909,R01303,Burger,Cheese Burger,166,28
M007910,R01413,Pizza,Farmhouse Pizza,560,26
M007911,R00638,North Indian,Chole Bhature,193,10
M007912,R00574,South Indian,Pongal,336,17
M007913,R01267,Biryani,Veg Biryani,341,44
M007914,R01205,North Indian,Chole Bhature,519,36
M007915,R00883,South Indian,Uttapam,414,19
M007916,R00507,North Indian,Butter Naan,524,17
M007917,R00453,Chinese,Noodles,384,45
M007918,R00624,North Indian,Butter Naan,265,23
M007919,R00552,North Indian,Chole Bhature,563,35
M007920,R00481,North Indian,Butter Naan,562,22
M007921,R00713,Healthy Foods,Salad Bowl,660,30
M007922,R01254,Pizza,Pepperoni Pizza,482,23
M007923,R00725,Chinese,Noodles,302,37
M007924,R00226,North Indian,Butter Naan,439,32
M007925,R01128,Pizza,Pepperoni Pizza,353,22
M007926,R00672,South Indian,Pongal,520,20
M007927,R00517,North Indian,Chole Bhature,409,15
M007928,R00285,North Indian,Chole Bhature,489,39
M007929,R00949,Healthy Foods,Salad Bowl,625,29
M007930,R00827,Biryani,Veg Biryani,182,22
M007931,R00096,Biryani,Paneer Biryani,524,23
M007932,R00054,Healthy Foods,Grilled Chicken,215,36
M007933,R00332,Biryani,Paneer Biryani,220,15
M007934,R00909,North Indian,Chole Bhature,299,14
M007935,R00772,Pizza,Farmhouse Pizza,128,15
M007936,R00360,North Indian,Chole Bhature,606,20
M007937,R00720,Burger,Veg Burger,690,29
M007938,R00954,Beverages,Lemon Juice,633,34
M007939,R00129,Burger,Chicken Burger,91,26
M007940,R00406,Biryani,Chicken Biryani,188,43
M007941,R00756,Burger,Veg Burger,599,20
M007942,R00924,South Indian,Pongal,506,26
M007943,R00253,Pizza,Farmhouse Pizza,325,43
M007944,R00961,Biryani,Mutton Biryani,320,11
M007945,R00628,Desserts,Ice Cream,334,18
M007946,R01141,Biryani,Veg Biryani,530,41
M007947,R01401,South Indian,Idli,344,20
M007948,R01296,Burger,Chicken Burger,446,14
M007949,R00993,North Indian,Dal Makhani,536,41
M007950,R00454,South Indian,Idli,297,11
M007951,R00066,North Indian,Dal Makhani,276,20
M007952,R00313,Biryani,Paneer Biryani,382,21
M007953,R00229,North Indian,Dal Makhani,281,10
M007954,R00237,Biryani,Chicken Biryani,367,40
M007955,R00767,South Indian,Masala Dosa,183,43
M007956,R00095,Healthy Foods,Protein Bowl,417,31
M007957,R01151,South Indian,Pongal,127,37
M007958,R01155,South Indian,Vada,608,27
M007959,R00263,Beverages,Mojito,518,13
M007960,R01182,South Indian,Pongal,692,15
M007961,R00333,Beverages,Lemon Juice,211,44
M007962,R00657,Pizza,Pepperoni Pizza,582,38
M007963,R00679,South Indian,Idli,514,29
M007964,R01499,Desserts,Ice Cream,626,32
M007965,R00195,Biryani,Chicken Biryani,511,44
M007966,R00772,Pizza,Veg Pizza,574,37
M007967,R01185,North Indian,Butter Naan,248,32
M007968,R01183,Biryani,Paneer Biryani,642,30
M007969,R00582,Pizza,Pepperoni Pizza,262,18
M007970,R00883,South Indian,Vada,218,33
M007971,R00993,North Indian,Butter Naan,151,28
M007972,R00635,Biryani,Mutton Biryani,662,44
M007973,R01495,North Indian,Dal Makhani,178,45
M007974,R00062,North Indian,Butter Naan,366,38
M007975,R00885,Burger,Chicken Burger,600,21
M007976,R00543,North Indian,Chole Bhature,246,33
M007977,R01086,Pizza,Margherita Pizza,628,45
M007978,R00431,North Indian,Butter Naan,460,37
M007979,R01267,Biryani,Chicken Biryani,132,27
M007980,R01385,Chinese,Spring Roll,202,40
M007981,R01012,North Indian,Chole Bhature,496,32
M007982,R00272,Chinese,Fried Rice,694,43
M007983,R00502,Burger,Cheese Burger,224,33
M007984,R01324,South Indian,Idli,587,38
M007985,R00703,Chinese,Manchurian,331,11
M007986,R00537,Burger,Chicken Burger,484,31
M007987,R00088,Biryani,Veg Biryani,279,42
M007988,R00412,North Indian,Chole Bhature,243,12
M007989,R00371,North Indian,Butter Naan,279,31
M007990,R00820,Biryani,Paneer Biryani,119,44
M007991,R01147,Burger,Veg Burger,387,43
M007992,R00983,Healthy Foods,Protein Bowl,347,12
M007993,R01294,South Indian,Vada,272,22
M007994,R00479,South Indian,Masala Dosa,116,25
M007995,R01442,South Indian,Idli,488,39
M007996,R01344,Beverages,Cold Coffee,470,45
M007997,R00675,South Indian,Masala Dosa,678,13
M007998,R00322,Biryani,Paneer Biryani,337,17
M007999,R00922,Biryani,Paneer Biryani,588,18
M008000,R01413,Pizza,Farmhouse Pizza,119,11
M008001,R01479,Healthy Foods,Protein Bowl,97,32
M008002,R01241,North Indian,Chole Bhature,383,15
M008003,R00331,Pizza,Farmhouse Pizza,559,45
M008004,R00113,Pizza,Veg Pizza,535,39
M008005,R00400,Burger,Chicken Burger,105,16
M008006,R00490,Biryani,Veg Biryani,438,37
M008007,R00333,Beverages,Lemon Juice,506,34
M008008,R01445,Biryani,Mutton Biryani,325,42
M008009,R00300,Pizza,Pepperoni Pizza,453,36
M008010,R00872,Biryani,Mutton Biryani,161,32
M008011,R00261,Chinese,Spring Roll,643,16
M008012,R00710,Biryani,Chicken Biryani,486,32
M008013,R01298,Biryani,Veg Biryani,203,26
M008014,R00750,Biryani,Veg Biryani,695,39
M008015,R01211,Biryani,Veg Biryani,696,12
M008016,R01082,Biryani,Chicken Biryani,570,31
M008017,R00229,North Indian,Paneer Butter Masala,223,43
M008018,R00397,North Indian,Dal Makhani,151,40
M008019,R01247,North Indian,Paneer Butter Masala,674,19
M008020,R00380,Healthy Foods,Protein Bowl,289,18
M008021,R00129,Burger,Chicken Burger,259,26
M008022,R01491,Biryani,Paneer Biryani,192,22
M008023,R00310,Pizza,Pepperoni Pizza,178,32
M008024,R00877,South Indian,Uttapam,380,35
M008025,R00050,Chinese,Noodles,328,32
M008026,R01045,Beverages,Mojito,649,39
M008027,R00317,Desserts,Chocolate Cake,507,35
M008028,R00195,Biryani,Mutton Biryani,205,40
M008029,R00042,Biryani,Veg Biryani,415,42
M008030,R00112,Biryani,Mutton Biryani,403,43
M008031,R00108,Chinese,Fried Rice,104,26
M008032,R00711,North Indian,Butter Naan,639,10
M008033,R00050,Chinese,Manchurian,235,25
M008034,R00630,Burger,Chicken Burger,689,33
M008035,R00692,Biryani,Paneer Biryani,236,38
M008036,R00904,Biryani,Paneer Biryani,696,44
M008037,R00399,South Indian,Idli,97,27
M008038,R01318,Pizza,Farmhouse Pizza,336,19
M008039,R00906,South Indian,Pongal,534,35
M008040,R01497,Biryani,Paneer Biryani,338,41
M008041,R01409,South Indian,Masala Dosa,655,25
M008042,R00475,North Indian,Paneer Butter Masala,666,32
M008043,R00135,Chinese,Spring Roll,343,22
M008044,R00525,Biryani,Paneer Biryani,374,24
M008045,R01276,South Indian,Vada,460,10
M008046,R00936,Biryani,Mutton Biryani,593,37
M008047,R00130,South Indian,Idli,423,19
M008048,R01470,Biryani,Veg Biryani,601,28
M008049,R00683,Biryani,Chicken Biryani,236,32
M008050,R00936,Biryani,Veg Biryani,464,33
M008051,R00436,Healthy Foods,Salad Bowl,559,41
M008052,R01181,Pizza,Margherita Pizza,507,19
M008053,R00011,Desserts,Ice Cream,280,24
M008054,R01448,Burger,Chicken Burger,532,33
M008055,R00654,Biryani,Veg Biryani,526,12
M008056,R00007,South Indian,Idli,279,19
M008057,R01228,Chinese,Noodles,395,37
M008058,R00071,South Indian,Idli,388,11
M008059,R01123,Biryani,Paneer Biryani,216,33
M008060,R01435,North Indian,Chole Bhature,680,10
M008061,R00825,North Indian,Paneer Butter Masala,272,14
M008062,R00569,Healthy Foods,Protein Bowl,274,25
M008063,R01489,Biryani,Mutton Biryani,667,44
M008064,R00151,South Indian,Uttapam,370,18
M008065,R01401,South Indian,Pongal,180,41
M008066,R00323,Pizza,Pepperoni Pizza,630,21
M008067,R00320,South Indian,Uttapam,303,25
M008068,R01142,Pizza,Veg Pizza,412,35
M008069,R00324,North Indian,Paneer Butter Masala,548,31
M008070,R00741,Burger,Cheese Burger,303,21
M008071,R01115,South Indian,Uttapam,332,12
M008072,R00088,Biryani,Mutton Biryani,332,30
M008073,R01396,Chinese,Noodles,633,25
M008074,R00821,North Indian,Butter Naan,471,27
M008075,R00198,Biryani,Veg Biryani,661,10
M008076,R00959,Biryani,Chicken Biryani,432,37
M008077,R00047,Biryani,Chicken Biryani,526,40
M008078,R00299,Pizza,Pepperoni Pizza,133,40
M008079,R00732,North Indian,Chole Bhature,556,12
M008080,R01429,Healthy Foods,Protein Bowl,504,28
M008081,R00280,Healthy Foods,Salad Bowl,292,41
M008082,R00773,North Indian,Dal Makhani,661,43
M008083,R01160,Burger,Veg Burger,290,34
M008084,R00563,Chinese,Noodles,620,12
M008085,R00795,Pizza,Veg Pizza,640,37
M008086,R01136,Pizza,Veg Pizza,272,30
M008087,R01274,Burger,Cheese Burger,424,44
M008088,R00010,North Indian,Dal Makhani,363,36
M008089,R01495,North Indian,Dal Makhani,102,33
M008090,R01285,Desserts,Brownie,120,33
M008091,R00094,Biryani,Chicken Biryani,580,32
M008092,R00021,Chinese,Manchurian,154,36
M008093,R01400,North Indian,Butter Naan,597,17
M008094,R00610,Pizza,Margherita Pizza,468,17
M008095,R00311,Biryani,Mutton Biryani,305,34
M008096,R00128,South Indian,Uttapam,445,40
M008097,R00816,Biryani,Veg Biryani,475,23
M008098,R00127,Biryani,Veg Biryani,142,44
M008099,R00424,South Indian,Vada,228,10
M008100,R00461,Biryani,Chicken Biryani,378,13
M008101,R01146,South Indian,Idli,462,41
M008102,R01329,South Indian,Idli,256,13
M008103,R01402,North Indian,Paneer Butter Masala,607,41
M008104,R01384,Desserts,Chocolate Cake,558,39
M008105,R00955,Burger,Chicken Burger,664,21
M008106,R00699,South Indian,Vada,82,22
M008107,R00649,Desserts,Brownie,325,37
M008108,R01169,North Indian,Dal Makhani,541,15
M008109,R00525,Biryani,Veg Biryani,302,36
M008110,R01310,Biryani,Paneer Biryani,561,28
M008111,R00600,South Indian,Masala Dosa,93,35
M008112,R00102,Burger,Cheese Burger,298,40
M008113,R00455,Biryani,Chicken Biryani,291,20
M008114,R00693,South Indian,Vada,451,36
M008115,R00584,North Indian,Chole Bhature,319,30
M008116,R00248,North Indian,Dal Makhani,266,25
M008117,R00173,South Indian,Vada,241,40
M008118,R00924,South Indian,Uttapam,658,17
M008119,R01275,South Indian,Uttapam,616,27
M008120,R01263,South Indian,Pongal,142,20
M008121,R00269,South Indian,Uttapam,196,40
M008122,R00889,South Indian,Idli,585,16
M008123,R00451,North Indian,Chole Bhature,624,45
M008124,R01191,South Indian,Uttapam,618,36
M008125,R00139,Biryani,Veg Biryani,516,19
M008126,R01190,Biryani,Veg Biryani,551,30
M008127,R01446,North Indian,Chole Bhature,502,16
M008128,R01371,Chinese,Manchurian,168,13
M008129,R00315,Desserts,Chocolate Cake,219,24
M008130,R01212,South Indian,Pongal,605,29
M008131,R00871,Pizza,Pepperoni Pizza,140,20
M008132,R01403,South Indian,Uttapam,671,21
M008133,R00623,South Indian,Masala Dosa,683,44
M008134,R00447,Chinese,Fried Rice,585,18
M008135,R00418,Biryani,Paneer Biryani,620,13
M008136,R01193,Pizza,Veg Pizza,145,34
M008137,R00682,North Indian,Chole Bhature,111,21
M008138,R00373,Pizza,Farmhouse Pizza,135,37
M008139,R00837,Biryani,Mutton Biryani,368,10
M008140,R00126,Chinese,Manchurian,205,40
M008141,R01350,South Indian,Idli,92,19
M008142,R00726,Pizza,Pepperoni Pizza,502,11
M008143,R00542,Biryani,Veg Biryani,625,21
M008144,R01440,Pizza,Farmhouse Pizza,122,43
M008145,R00628,Desserts,Chocolate Cake,522,22
M008146,R00113,Pizza,Farmhouse Pizza,379,41
M008147,R00957,Pizza,Margherita Pizza,632,41
M008148,R00729,North Indian,Chole Bhature,430,16
M008149,R00937,Healthy Foods,Grilled Chicken,163,23
M008150,R00752,Burger,Veg Burger,164,13
M008151,R01179,Biryani,Chicken Biryani,115,17
M008152,R01277,Biryani,Veg Biryani,495,36
M008153,R00820,Biryani,Paneer Biryani,92,13
M008154,R00395,North Indian,Chole Bhature,662,25
M008155,R01485,North Indian,Butter Naan,351,28
M008156,R00932,North Indian,Chole Bhature,634,18
M008157,R00353,Pizza,Veg Pizza,530,24
M008158,R00376,South Indian,Vada,143,21
M008159,R01176,Healthy Foods,Salad Bowl,579,45
M008160,R00403,North Indian,Dal Makhani,687,13
M008161,R00694,North Indian,Chole Bhature,243,10
M008162,R01489,Biryani,Mutton Biryani,473,18
M008163,R00900,South Indian,Idli,621,18
M008164,R00665,South Indian,Pongal,334,17
M008165,R00241,Biryani,Paneer Biryani,692,23
M008166,R00666,Beverages,Cold Coffee,241,41
M008167,R00057,North Indian,Paneer Butter Masala,399,34
M008168,R00671,Pizza,Veg Pizza,411,29
M008169,R00422,Chinese,Fried Rice,515,44
M008170,R01017,Biryani,Paneer Biryani,84,27
M008171,R00146,South Indian,Uttapam,251,12
M008172,R00844,North Indian,Butter Naan,453,33
M008173,R01290,Pizza,Veg Pizza,538,42
M008174,R00145,South Indian,Idli,282,38
M008175,R00959,Biryani,Paneer Biryani,541,44
M008176,R01365,North Indian,Paneer Butter Masala,689,16
M008177,R00867,Pizza,Margherita Pizza,274,28
M008178,R00443,Pizza,Veg Pizza,614,22
M008179,R00788,South Indian,Vada,425,15
M008180,R01107,Biryani,Paneer Biryani,500,27
M008181,R01104,North Indian,Butter Naan,258,40
M008182,R00327,Biryani,Veg Biryani,653,42
M008183,R00462,South Indian,Pongal,245,17
M008184,R00016,South Indian,Masala Dosa,498,12
M008185,R00435,Biryani,Mutton Biryani,397,27
M008186,R01019,Biryani,Mutton Biryani,646,12
M008187,R00899,North Indian,Dal Makhani,169,24
M008188,R00374,Biryani,Paneer Biryani,682,10
M008189,R00375,Healthy Foods,Grilled Chicken,82,44
M008190,R00649,Desserts,Ice Cream,662,14
M008191,R01366,South Indian,Vada,277,43
M008192,R00562,Biryani,Mutton Biryani,468,19
M008193,R00386,Burger,Chicken Burger,570,34
M008194,R01178,Biryani,Paneer Biryani,463,13
M008195,R00674,North Indian,Butter Naan,237,34
M008196,R00323,Pizza,Farmhouse Pizza,527,20
M008197,R00547,South Indian,Vada,552,40
M008198,R01223,Biryani,Mutton Biryani,514,12
M008199,R01453,North Indian,Dal Makhani,258,39
M008200,R01369,Burger,Veg Burger,316,28
M008201,R00695,South Indian,Pongal,690,44
M008202,R00351,South Indian,Idli,120,14
M008203,R00386,Burger,Chicken Burger,475,23
M008204,R00582,Pizza,Margherita Pizza,93,38
M008205,R01215,North Indian,Paneer Butter Masala,376,43
M008206,R01429,Healthy Foods,Salad Bowl,402,45
M008207,R00952,South Indian,Masala Dosa,299,28
M008208,R01151,South Indian,Vada,141,33
M008209,R00587,Biryani,Chicken Biryani,320,14
M008210,R00612,North Indian,Paneer Butter Masala,426,37
M008211,R01076,Healthy Foods,Salad Bowl,629,22
M008212,R01429,Healthy Foods,Grilled Chicken,681,30
M008213,R00535,Chinese,Fried Rice,115,20
M008214,R00043,Pizza,Veg Pizza,310,44
M008215,R00236,North Indian,Dal Makhani,619,38
M008216,R00755,North Indian,Butter Naan,145,35
M008217,R00045,Desserts,Brownie,341,24
M008218,R01325,North Indian,Butter Naan,142,31
M008219,R00712,Desserts,Chocolate Cake,436,44
M008220,R00558,Pizza,Pepperoni Pizza,82,11
M008221,R00259,South Indian,Vada,394,11
M008222,R01074,Biryani,Mutton Biryani,567,29
M008223,R01253,North Indian,Paneer Butter Masala,697,20
M008224,R00048,Pizza,Margherita Pizza,298,44
M008225,R00644,North Indian,Dal Makhani,557,27
M008226,R01057,Burger,Chicken Burger,644,19
M008227,R00825,North Indian,Paneer Butter Masala,286,28
M008228,R00042,Biryani,Paneer Biryani,217,43
M008229,R00584,North Indian,Chole Bhature,284,33
M008230,R01417,Chinese,Fried Rice,192,10
M008231,R00680,Chinese,Fried Rice,554,12
M008232,R00965,North Indian,Dal Makhani,374,44
M008233,R00510,South Indian,Idli,655,10
M008234,R00694,North Indian,Butter Naan,276,35
M008235,R00120,Chinese,Fried Rice,151,33
M008236,R01431,North Indian,Butter Naan,111,17
M008237,R01219,Healthy Foods,Grilled Chicken,386,28
M008238,R00896,Biryani,Chicken Biryani,617,18
