delivery_id,order_id,rider_id,distance_km,delivery_duration
DV0024873,O0024873,D03919,3.4,28
DV0024874,O0024874,D03615,2.9,18
DV0024875,O0024875,D00834,10.3,42
DV0024876,O0024876,D02115,11.8,35
DV0024877,O0024877,D01843,5.0,56
DV0024878,O0024878,D03008,2.9,23
DV0024879,O0024879,D01417,11.6,37
DV0024880,O0024880,D01095,10.7,17
DV0024881,O0024881,D02247,1.6,19
DV0024882,O0024882,D03546,3.3,43
DV0024883,O0024883,D00872,2.2,15
DV0024884,O0024884,D02902,3.5,43
DV0024885,O0024885,D02158,8.2,54
DV0024886,O0024886,D02027,7.7,34
DV0024887,O0024887,D02462,5.5,27
DV0024888,O0024888,D03723,2.2,37
DV0024889,O0024889,D01173,3.0,22
DV0024890,O0024890,D00512,3.6,16
DV0024891,O0024891,D03890,11.9,53
DV0024892,O0024892,D03498,11.7,44
DV0024893,O0024893,D01155,4.8,54
DV0024894,O0024894,D03902,3.2,19
DV0024895,O0024895,D00594,3.9,38
DV0024896,O0024896,D03213,8.4,52
DV0024897,O0024897,D01842,9.2,52
DV0024898,O0024898,D00437,3.2,52
DV0024899,O0024899,D03535,4.0,34
DV0024900,O0024900,D01496,5.6,16
DV0024901,O0024901,D03658,9.9,46
DV0024902,O0024902,D01477,8.4,44
DV0024903,O0024903,D01406,3.8,31
DV0024904,O0024904,D00241,12.0,18
DV0024905,O0024905,D01908,9.4,55
DV0024906,O0024906,D00337,8.4,25
DV0024907,O0024907,D03105,7.6,32
DV0024908,O0024908,D02075,5.9,52
DV0024909,O0024909,D00095,1.9,40
DV0024910,O0024910,D01628,11.4,48
DV0024911,O0024911,D01890,8.4,20
DV0024912,O0024912,D00191,1.9,18
DV0024913,O0024913,D01257,4.2,49
DV0024914,O0024914,D03802,9.0,47
DV0024915,O0024915,D02370,9.0,49
DV0024916,O0024916,D01878,10.0,26
DV0024917,O0024917,D01100,10.9,46
DV0024918,O0024918,D01932,11.5,44
DV0024919,O0024919,D02960,9.0,57
DV0024920,O0024920,D02698,1.6,56
DV0024921,O0024921,D00345,11.6,52
DV0024922,O0024922,D00733,1.4,23
DV0024923,O0024923,D03343,8.4,26
DV0024924,O0024924,D00024,10.6,37
DV0024925,O0024925,D01237,7.5,23
DV0024926,O0024926,D01531,6.3,25
DV0024927,O0024927,D02509,7.0,27
DV0024928,O0024928,D03840,6.5,57
DV0024929,O0024929,D03048,3.5,20
DV0024930,O0024930,D01673,1.7,54
DV0024931,O0024931,D00905,1.2,53
DV0024932,O0024932,D01191,1.2,25
DV0024933,O0024933,D00709,3.7,21
DV0024934,O0024934,D02671,8.0,26
DV0024935,O0024935,D00975,10.6,53
DV0024936,O0024936,D02964,5.3,21
DV0024937,O0024937,D03283,7.8,44
DV0024938,O0024938,D02251,8.7,53
DV0024939,O0024939,D03304,11.8,23
DV0024940,O0024940,D03614,8.7,24
DV0024941,O0024941,D01458,2.0,28
DV0024942,O0024942,D03541,6.6,42
DV0024943,O0024943,D00303,5.6,29
DV0024944,O0024944,D03655,8.5,33
DV0024945,O0024945,D02517,1.9,39
DV0024946,O0024946,D03401,8.4,33
DV0024947,O0024947,D00378,5.5,17
DV0024948,O0024948,D03119,7.7,52
DV0024949,O0024949,D03989,5.8,45
DV0024950,O0024950,D01954,7.9,35
DV0024951,O0024951,D03199,2.2,22
DV0024952,O0024952,D02327,10.7,31
DV0024953,O0024953,D01649,7.5,28
DV0024954,O0024954,D00751,5.5,18
DV0024955,O0024955,D00366,2.5,18
DV0024956,O0024956,D03587,9.2,57
DV0024957,O0024957,D00933,7.5,17
DV0024958,O0024958,D02804,9.1,55
DV0024959,O0024959,D03926,4.5,57
DV0024960,O0024960,D02828,4.1,60
DV0024961,O0024961,D01602,5.3,26
DV0024962,O0024962,D00795,4.2,15
DV0024963,O0024963,D03552,11.8,50
DV0024964,O0024964,D03217,2.2,16
DV0024965,O0024965,D01853,5.6,34
DV0024966,O0024966,D00311,7.0,56
DV0024967,O0024967,D03941,9.6,51
DV0024968,O0024968,D01000,11.6,52
DV0024969,O0024969,D03683,3.0,29
DV0024970,O0024970,D00109,8.5,15
DV0024971,O0024971,D01463,7.7,50
DV0024972,O0024972,D00671,6.6,54
DV0024973,O0024973,D01496,3.4,15
DV0024974,O0024974,D00632,7.6,41
DV0024975,O0024975,D03486,8.5,19
DV0024976,O0024976,D00414,8.4,34
DV0024977,O0024977,D03318,11.1,34
DV0024978,O0024978,D00848,3.5,24
DV0024979,O0024979,D03001,11.2,27
DV0024980,O0024980,D03758,2.8,42
DV0024981,O0024981,D02873,10.4,46
DV0024982,O0024982,D02456,4.8,50
DV0024983,O0024983,D00688,4.2,58
DV0024984,O0024984,D03099,7.0,55
DV0024985,O0024985,D01814,1.1,50
DV0024986,O0024986,D03673,9.1,41
DV0024987,O0024987,D03590,11.5,33
DV0024988,O0024988,D00991,7.0,48
DV0024989,O0024989,D00702,8.4,48
DV0024990,O0024990,D01620,6.6,36
DV0024991,O0024991,D02575,5.6,50
DV0024992,O0024992,D02894,2.1,50
DV0024993,O0024993,D02976,2.5,22
DV0024994,O0024994,D03324,1.1,50
DV0024995,O0024995,D00970,9.7,24
DV0024996,O0024996,D02453,9.3,28
DV0024997,O0024997,D03463,8.1,51
DV0024998,O0024998,D01827,11.7,25
DV0024999,O0024999,D03676,5.9,46
DV0025000,O0025000,D01705,4.8,33
DV0025001,O0025001,D03282,2.1,28
DV0025002,O0025002,D03069,3.9,58
DV0025003,O0025003,D03392,10.8,51
DV0025004,O0025004,D02220,7.7,23
DV0025005,O0025005,D00070,10.0,59
DV0025006,O0025006,D02229,2.4,30
DV0025007,O0025007,D02667,1.6,31
DV0025008,O0025008,D02966,1.6,44
DV0025009,O0025009,D01417,1.3,15
DV0025010,O0025010,D01122,9.1,23
DV0025011,O0025011,D00170,5.0,40
DV0025012,O0025012,D00461,4.0,25
DV0025013,O0025013,D01289,10.3,56
DV0025014,O0025014,D00956,8.2,17
DV0025015,O0025015,D03803,4.7,57
DV0025016,O0025016,D03906,7.6,17
DV0025017,O0025017,D01520,8.0,18
DV0025018,O0025018,D01838,2.8,20
DV0025019,O0025019,D02557,7.7,53
DV0025020,O0025020,D00733,11.7,25
DV0025021,O0025021,D00311,9.0,50
DV0025022,O0025022,D01228,3.2,49
DV0025023,O0025023,D01407,8.2,50
DV0025024,O0025024,D02487,6.5,53
DV0025025,O0025025,D02991,9.9,44
DV0025026,O0025026,D02288,4.9,32
DV0025027,O0025027,D02669,4.9,22
DV0025028,O0025028,D00467,6.5,46
DV0025029,O0025029,D00313,4.6,44
DV0025030,O0025030,D01588,4.5,51
DV0025031,O0025031,D00964,3.0,36
DV0025032,O0025032,D00438,11.4,28
DV0025033,O0025033,D01465,1.9,39
DV0025034,O0025034,D02349,3.6,57
DV0025035,O0025035,D02754,11.5,21
DV0025036,O0025036,D02690,4.8,45
DV0025037,O0025037,D02654,3.7,55
DV0025038,O0025038,D02899,3.0,48
DV0025039,O0025039,D01019,3.8,55
DV0025040,O0025040,D00601,11.5,21
DV0025041,O0025041,D00637,11.5,20
DV0025042,O0025042,D00739,2.2,60
DV0025043,O0025043,D00100,11.1,18
DV0025044,O0025044,D02772,6.7,22
DV0025045,O0025045,D02750,1.8,59
DV0025046,O0025046,D00975,1.6,19
DV0025047,O0025047,D01209,6.4,31
DV0025048,O0025048,D00201,7.8,28
DV0025049,O0025049,D02690,9.5,46
DV0025050,O0025050,D00266,3.9,39
DV0025051,O0025051,D01025,11.7,48
DV0025052,O0025052,D01922,12.0,19
DV0025053,O0025053,D03263,10.3,52
DV0025054,O0025054,D01055,8.7,48
DV0025055,O0025055,D00493,3.3,36
DV0025056,O0025056,D01556,3.4,18
DV0025057,O0025057,D03214,8.6,30
DV0025058,O0025058,D00231,5.3,18
DV0025059,O0025059,D03797,9.9,44
DV0025060,O0025060,D01587,4.1,40
DV0025061,O0025061,D00099,3.3,16
DV0025062,O0025062,D03263,10.8,38
DV0025063,O0025063,D02664,7.9,30
DV0025064,O0025064,D02082,2.9,52
DV0025065,O0025065,D02984,3.3,57
DV0025066,O0025066,D03773,3.3,24
DV0025067,O0025067,D02393,2.5,52
DV0025068,O0025068,D00036,7.5,23
DV0025069,O0025069,D01917,2.8,38
DV0025070,O0025070,D02594,8.8,39
DV0025071,O0025071,D02438,2.3,58
DV0025072,O0025072,D02943,10.9,33
DV0025073,O0025073,D00367,7.7,39
DV0025074,O0025074,D03415,11.1,29
DV0025075,O0025075,D01856,1.1,28
DV0025076,O0025076,D03302,11.0,46
DV0025077,O0025077,D03894,1.9,15
DV0025078,O0025078,D00256,3.3,17
DV0025079,O0025079,D00393,11.1,23
DV0025080,O0025080,D01731,2.8,53
DV0025081,O0025081,D00372,10.3,44
DV0025082,O0025082,D00517,12.0,49
DV0025083,O0025083,D02291,7.5,25
DV0025084,O0025084,D02165,5.4,49
DV0025085,O0025085,D01180,9.2,53
DV0025086,O0025086,D02522,5.4,46
DV0025087,O0025087,D03710,7.6,33
DV0025088,O0025088,D03515,9.3,60
DV0025089,O0025089,D02214,5.2,33
DV0025090,O0025090,D00870,9.1,26
DV0025091,O0025091,D02750,5.4,60
DV0025092,O0025092,D03021,10.5,15
DV0025093,O0025093,D00687,2.4,27
DV0025094,O0025094,D01720,11.9,40
DV0025095,O0025095,D02309,6.0,20
DV0025096,O0025096,D03497,11.1,24
DV0025097,O0025097,D01181,11.6,48
DV0025098,O0025098,D02523,5.7,29
DV0025099,O0025099,D02561,4.7,25
DV0025100,O0025100,D00767,8.4,26
DV0025101,O0025101,D00616,9.2,58
DV0025102,O0025102,D02606,8.1,56
DV0025103,O0025103,D00450,11.4,38
DV0025104,O0025104,D00290,9.8,48
DV0025105,O0025105,D03477,6.7,58
DV0025106,O0025106,D02347,4.4,30
DV0025107,O0025107,D02635,1.5,34
DV0025108,O0025108,D03255,11.4,53
DV0025109,O0025109,D00608,6.4,60
DV0025110,O0025110,D03680,3.2,53
DV0025111,O0025111,D00485,1.6,55
DV0025112,O0025112,D03593,3.6,49
DV0025113,O0025113,D01821,2.5,31
DV0025114,O0025114,D01551,1.2,43
DV0025115,O0025115,D03885,8.9,15
DV0025116,O0025116,D02283,8.1,39
DV0025117,O0025117,D01749,11.5,28
DV0025118,O0025118,D02836,4.3,23
DV0025119,O0025119,D01252,4.5,28
DV0025120,O0025120,D02837,3.4,34
DV0025121,O0025121,D01728,3.0,46
DV0025122,O0025122,D01261,1.1,41
DV0025123,O0025123,D00081,9.4,41
DV0025124,O0025124,D01031,8.3,16
DV0025125,O0025125,D03905,4.3,36
DV0025126,O0025126,D00720,10.9,58
DV0025127,O0025127,D00369,5.4,36
DV0025128,O0025128,D01261,11.4,32
DV0025129,O0025129,D03382,10.8,47
DV0025130,O0025130,D03036,11.0,54
DV0025131,O0025131,D00246,9.6,18
DV0025132,O0025132,D03616,7.2,42
DV0025133,O0025133,D01916,11.9,52
DV0025134,O0025134,D01049,3.2,15
DV0025135,O0025135,D00859,4.7,15
DV0025136,O0025136,D00102,1.1,55
DV0025137,O0025137,D01250,4.1,39
DV0025138,O0025138,D02388,5.7,20
DV0025139,O0025139,D01509,10.4,46
DV0025140,O0025140,D01975,6.8,59
DV0025141,O0025141,D03890,5.0,53
DV0025142,O0025142,D03503,9.6,49
DV0025143,O0025143,D03863,1.2,43
DV0025144,O0025144,D01672,9.5,21
DV0025145,O0025145,D03516,11.6,35
DV0025146,O0025146,D00695,4.3,20
DV0025147,O0025147,D00745,8.6,59
DV0025148,O0025148,D01101,9.3,18
DV0025149,O0025149,D00308,2.4,25
DV0025150,O0025150,D01887,7.4,42
DV0025151,O0025151,D00416,6.0,27
DV0025152,O0025152,D02782,7.7,18
DV0025153,O0025153,D03271,9.7,34
DV0025154,O0025154,D00768,9.5,23
DV0025155,O0025155,D02295,9.3,40
DV0025156,O0025156,D03990,10.9,53
DV0025157,O0025157,D03960,3.6,34
DV0025158,O0025158,D03663,8.3,43
DV0025159,O0025159,D03673,11.5,23
DV0025160,O0025160,D02578,6.3,23
DV0025161,O0025161,D03822,11.8,18
DV0025162,O0025162,D00394,11.3,20
DV0025163,O0025163,D02026,5.4,25
DV0025164,O0025164,D02370,5.7,27
DV0025165,O0025165,D00592,3.0,49
DV0025166,O0025166,D01247,8.8,36
DV0025167,O0025167,D02214,4.7,29
DV0025168,O0025168,D02029,8.0,50
DV0025169,O0025169,D02349,5.0,20
DV0025170,O0025170,D03292,1.5,44
DV0025171,O0025171,D00646,11.8,16
DV0025172,O0025172,D00870,6.5,30
DV0025173,O0025173,D03275,1.2,26
DV0025174,O0025174,D03742,3.9,25
DV0025175,O0025175,D00175,11.8,25
DV0025176,O0025176,D00919,6.2,37
DV0025177,O0025177,D02672,10.2,57
DV0025178,O0025178,D01396,10.3,59
DV0025179,O0025179,D00623,6.2,20
DV0025180,O0025180,D02830,9.7,57
DV0025181,O0025181,D02926,6.9,32
DV0025182,O0025182,D01438,5.7,33
DV0025183,O0025183,D00069,1.9,31
DV0025184,O0025184,D00487,2.8,20
DV0025185,O0025185,D02082,1.1,53
DV0025186,O0025186,D00546,8.1,26
DV0025187,O0025187,D01044,4.2,46
DV0025188,O0025188,D02391,1.4,43
DV0025189,O0025189,D01857,5.6,43
DV0025190,O0025190,D01533,6.6,33
DV0025191,O0025191,D00764,1.5,28
DV0025192,O0025192,D01718,2.9,52
DV0025193,O0025193,D02406,11.9,36
DV0025194,O0025194,D03964,5.7,29
DV0025195,O0025195,D00094,4.9,44
DV0025196,O0025196,D00482,8.6,24
DV0025197,O0025197,D03021,4.6,30
DV0025198,O0025198,D00993,7.3,27
DV0025199,O0025199,D02983,11.8,41
DV0025200,O0025200,D02131,9.2,47
DV0025201,O0025201,D03599,5.1,38
DV0025202,O0025202,D01853,2.0,17
DV0025203,O0025203,D00861,8.2,20
DV0025204,O0025204,D03241,8.9,19
DV0025205,O0025205,D02143,6.1,24
DV0025206,O0025206,D00514,10.4,21
DV0025207,O0025207,D00613,7.7,25
DV0025208,O0025208,D01700,10.6,51
DV0025209,O0025209,D03780,1.5,17
DV0025210,O0025210,D00885,9.2,29
DV0025211,O0025211,D00445,1.3,37
DV0025212,O0025212,D02193,5.9,17
DV0025213,O0025213,D02081,8.9,41
DV0025214,O0025214,D00599,1.6,24
DV0025215,O0025215,D02669,6.6,56
DV0025216,O0025216,D03278,11.6,31
DV0025217,O0025217,D00582,7.2,18
DV0025218,O0025218,D01335,9.2,43
DV0025219,O0025219,D01784,1.2,15
DV0025220,O0025220,D00050,4.9,25
DV0025221,O0025221,D01877,9.6,34
DV0025222,O0025222,D03890,2.2,20
DV0025223,O0025223,D00137,1.3,56
DV0025224,O0025224,D02483,4.1,34
DV0025225,O0025225,D03559,3.2,41
DV0025226,O0025226,D02863,9.3,29
DV0025227,O0025227,D01332,2.9,45
DV0025228,O0025228,D02153,3.6,29
DV0025229,O0025229,D00054,8.0,21
DV0025230,O0025230,D03230,1.8,48
DV0025231,O0025231,D03738,4.7,51
DV0025232,O0025232,D01848,7.4,47
DV0025233,O0025233,D03396,5.8,25
DV0025234,O0025234,D01232,9.9,27
DV0025235,O0025235,D01310,11.5,52
DV0025236,O0025236,D01130,2.3,33
DV0025237,O0025237,D00069,7.5,54
DV0025238,O0025238,D02148,4.5,35
DV0025239,O0025239,D00112,11.9,49
DV0025240,O0025240,D00848,8.6,24
DV0025241,O0025241,D03124,9.6,30
DV0025242,O0025242,D03273,4.3,38
DV0025243,O0025243,D02293,4.2,27
DV0025244,O0025244,D03009,8.7,20
DV0025245,O0025245,D02262,6.6,18
DV0025246,O0025246,D02537,4.7,19
DV0025247,O0025247,D00144,3.7,59
DV0025248,O0025248,D00112,3.3,43
DV0025249,O0025249,D02922,11.8,22
DV0025250,O0025250,D02335,2.4,28
DV0025251,O0025251,D03821,8.0,16
DV0025252,O0025252,D00010,8.1,26
DV0025253,O0025253,D03295,6.6,47
DV0025254,O0025254,D00995,4.4,35
DV0025255,O0025255,D00056,4.2,45
DV0025256,O0025256,D03139,4.6,36
DV0025257,O0025257,D01191,11.8,16
DV0025258,O0025258,D03004,11.3,29
DV0025259,O0025259,D01177,2.6,46
DV0025260,O0025260,D03161,3.0,50
DV0025261,O0025261,D03937,10.5,50
DV0025262,O0025262,D02381,11.3,37
DV0025263,O0025263,D03300,2.7,17
DV0025264,O0025264,D02512,3.1,40
DV0025265,O0025265,D00076,2.1,21
DV0025266,O0025266,D02328,7.3,33
DV0025267,O0025267,D01259,6.7,31
DV0025268,O0025268,D03410,5.7,42
DV0025269,O0025269,D01474,1.3,29
DV0025270,O0025270,D01861,8.2,19
DV0025271,O0025271,D01324,5.8,16
DV0025272,O0025272,D01494,3.2,55
DV0025273,O0025273,D03538,4.1,36
DV0025274,O0025274,D03372,2.3,34
DV0025275,O0025275,D03642,3.0,58
DV0025276,O0025276,D02863,11.0,37
DV0025277,O0025277,D01619,9.3,28
DV0025278,O0025278,D00695,10.2,50
DV0025279,O0025279,D02551,9.1,37
DV0025280,O0025280,D02042,4.2,23
DV0025281,O0025281,D01405,11.0,36
DV0025282,O0025282,D00301,4.7,58
DV0025283,O0025283,D03090,2.3,32
DV0025284,O0025284,D03402,3.5,52
DV0025285,O0025285,D02635,3.5,48
DV0025286,O0025286,D00468,9.6,30
DV0025287,O0025287,D03597,11.1,41
DV0025288,O0025288,D03515,8.4,33
DV0025289,O0025289,D01287,6.3,39
DV0025290,O0025290,D01648,7.6,48
DV0025291,O0025291,D01020,4.1,48
DV0025292,O0025292,D01558,6.5,28
DV0025293,O0025293,D03739,4.0,42
DV0025294,O0025294,D02762,9.5,38
DV0025295,O0025295,D03958,2.3,60
DV0025296,O0025296,D02100,8.9,24
DV0025297,O0025297,D02061,11.6,60
DV0025298,O0025298,D00313,10.6,33
DV0025299,O0025299,D02917,5.8,49
DV0025300,O0025300,D03267,3.2,44
DV0025301,O0025301,D00175,5.9,35
DV0025302,O0025302,D03867,2.1,44
DV0025303,O0025303,D00904,3.2,22
DV0025304,O0025304,D00057,9.0,53
DV0025305,O0025305,D01136,2.1,42
DV0025306,O0025306,D03597,5.4,50
DV0025307,O0025307,D00357,1.8,38
DV0025308,O0025308,D01226,1.2,23
DV0025309,O0025309,D03680,3.1,45
DV0025310,O0025310,D00403,11.8,31
DV0025311,O0025311,D01717,2.2,50
DV0025312,O0025312,D01530,8.6,35
DV0025313,O0025313,D01857,10.3,54
DV0025314,O0025314,D00242,11.0,40
DV0025315,O0025315,D01424,7.9,48
DV0025316,O0025316,D00257,1.7,35
DV0025317,O0025317,D02941,10.3,23
DV0025318,O0025318,D03139,10.8,34
DV0025319,O0025319,D03571,1.6,52
DV0025320,O0025320,D02088,6.6,53
DV0025321,O0025321,D01121,7.7,41
DV0025322,O0025322,D00862,6.5,56
DV0025323,O0025323,D03678,7.5,53
DV0025324,O0025324,D00220,1.6,33
DV0025325,O0025325,D02639,4.0,45
DV0025326,O0025326,D00625,3.6,43
DV0025327,O0025327,D02740,2.1,57
DV0025328,O0025328,D02531,4.4,32
DV0025329,O0025329,D00083,4.8,51
DV0025330,O0025330,D03495,8.5,18
DV0025331,O0025331,D01508,10.5,27
DV0025332,O0025332,D02868,2.9,32
DV0025333,O0025333,D00563,6.2,21
DV0025334,O0025334,D01768,1.8,39
DV0025335,O0025335,D02529,7.6,30
DV0025336,O0025336,D00483,11.3,56
DV0025337,O0025337,D00406,11.4,35
DV0025338,O0025338,D01771,11.7,31
DV0025339,O0025339,D01921,2.5,51
DV0025340,O0025340,D01660,9.6,34
DV0025341,O0025341,D00180,1.4,42
DV0025342,O0025342,D03287,9.4,59
DV0025343,O0025343,D02278,7.5,43
DV0025344,O0025344,D02908,3.1,38
DV0025345,O0025345,D02856,1.5,41
DV0025346,O0025346,D00660,9.1,53
DV0025347,O0025347,D03800,9.2,20
DV0025348,O0025348,D01771,8.5,48
DV0025349,O0025349,D00415,5.5,45
DV0025350,O0025350,D02071,6.4,46
DV0025351,O0025351,D01674,2.7,34
DV0025352,O0025352,D03622,11.6,49
DV0025353,O0025353,D00499,3.1,60
DV0025354,O0025354,D01911,1.3,59
DV0025355,O0025355,D02673,5.3,35
DV0025356,O0025356,D01363,9.1,52
DV0025357,O0025357,D00600,2.5,45
DV0025358,O0025358,D00817,2.4,16
DV0025359,O0025359,D02264,7.1,50
DV0025360,O0025360,D02868,3.9,30
DV0025361,O0025361,D01549,7.9,56
DV0025362,O0025362,D01914,3.7,48
DV0025363,O0025363,D01562,2.9,25
DV0025364,O0025364,D01182,3.6,30
DV0025365,O0025365,D01684,4.7,17
DV0025366,O0025366,D01983,5.3,36
DV0025367,O0025367,D01502,11.5,35
DV0025368,O0025368,D00416,10.4,27
DV0025369,O0025369,D00250,1.9,31
DV0025370,O0025370,D01677,8.7,59
DV0025371,O0025371,D02387,11.5,46
DV0025372,O0025372,D00234,1.5,45
DV0025373,O0025373,D00590,4.3,59
DV0025374,O0025374,D03925,8.2,31
DV0025375,O0025375,D01400,11.3,24
DV0025376,O0025376,D00742,6.7,46
DV0025377,O0025377,D01307,8.6,51
DV0025378,O0025378,D01935,4.5,42
DV0025379,O0025379,D03656,7.3,54
DV0025380,O0025380,D03764,2.5,30
DV0025381,O0025381,D01771,10.4,49
DV0025382,O0025382,D03162,4.5,45
DV0025383,O0025383,D01953,1.1,47
DV0025384,O0025384,D01342,11.4,27
DV0025385,O0025385,D01516,10.8,59
DV0025386,O0025386,D01580,11.5,47
DV0025387,O0025387,D02113,10.9,48
DV0025388,O0025388,D00280,7.3,52
DV0025389,O0025389,D01704,4.5,49
DV0025390,O0025390,D03191,1.1,23
DV0025391,O0025391,D00641,7.5,38
DV0025392,O0025392,D01689,9.3,29
DV0025393,O0025393,D03318,9.9,27
DV0025394,O0025394,D00508,5.2,17
DV0025395,O0025395,D03068,1.4,33
DV0025396,O0025396,D00356,7.2,31
DV0025397,O0025397,D01384,8.2,54
DV0025398,O0025398,D02512,4.5,50
DV0025399,O0025399,D03963,11.4,59
DV0025400,O0025400,D01058,8.0,57
DV0025401,O0025401,D00669,7.1,32
DV0025402,O0025402,D03902,4.7,16
DV0025403,O0025403,D02098,9.7,60
DV0025404,O0025404,D00644,7.4,34
DV0025405,O0025405,D02986,5.5,31
DV0025406,O0025406,D01112,7.5,58
DV0025407,O0025407,D03236,3.8,39
DV0025408,O0025408,D01262,3.5,58
DV0025409,O0025409,D01173,7.9,50
DV0025410,O0025410,D00947,11.1,33
DV0025411,O0025411,D03334,3.4,57
DV0025412,O0025412,D01678,5.7,37
DV0025413,O0025413,D02156,10.3,41
DV0025414,O0025414,D01561,4.6,51
DV0025415,O0025415,D02810,9.2,18
DV0025416,O0025416,D01807,6.5,59
DV0025417,O0025417,D00446,9.7,24
DV0025418,O0025418,D03818,1.1,30
DV0025419,O0025419,D02775,8.6,22
DV0025420,O0025420,D00030,2.1,39
DV0025421,O0025421,D02130,11.1,31
DV0025422,O0025422,D00417,6.5,16
DV0025423,O0025423,D03490,1.8,24
DV0025424,O0025424,D00512,7.6,33
DV0025425,O0025425,D03193,10.4,36
DV0025426,O0025426,D03817,11.9,15
DV0025427,O0025427,D00015,6.9,47
DV0025428,O0025428,D01562,9.4,32
DV0025429,O0025429,D02430,8.3,49
DV0025430,O0025430,D03670,5.6,57
DV0025431,O0025431,D03009,1.9,16
DV0025432,O0025432,D02846,9.5,49
DV0025433,O0025433,D03277,3.0,26
DV0025434,O0025434,D03187,9.9,31
DV0025435,O0025435,D00132,9.0,17
DV0025436,O0025436,D02375,6.1,40
DV0025437,O0025437,D03957,3.7,44
DV0025438,O0025438,D00817,11.5,27
DV0025439,O0025439,D03035,8.0,29
DV0025440,O0025440,D00156,1.1,34
DV0025441,O0025441,D03476,11.6,57
DV0025442,O0025442,D00645,11.3,17
DV0025443,O0025443,D01264,9.1,21
DV0025444,O0025444,D02310,9.4,20
DV0025445,O0025445,D02882,2.4,21
DV0025446,O0025446,D00695,4.3,16
DV0025447,O0025447,D00272,3.7,23
DV0025448,O0025448,D02125,11.3,58
DV0025449,O0025449,D03313,9.6,17
DV0025450,O0025450,D01966,2.0,59
DV0025451,O0025451,D02107,11.8,42
DV0025452,O0025452,D00042,11.4,18
DV0025453,O0025453,D02828,6.9,60
DV0025454,O0025454,D03983,6.3,19
DV0025455,O0025455,D03325,6.3,45
DV0025456,O0025456,D01367,10.0,15
DV0025457,O0025457,D02267,4.5,50
DV0025458,O0025458,D01825,11.5,36
DV0025459,O0025459,D01265,3.0,48
DV0025460,O0025460,D00206,9.1,22
DV0025461,O0025461,D00110,8.0,17
DV0025462,O0025462,D02373,1.3,25
DV0025463,O0025463,D01565,11.9,53
DV0025464,O0025464,D03163,1.1,20
DV0025465,O0025465,D02506,7.0,35
DV0025466,O0025466,D00581,11.3,35
DV0025467,O0025467,D03789,2.7,25
DV0025468,O0025468,D02172,3.3,53
DV0025469,O0025469,D02792,1.0,22
DV0025470,O0025470,D02356,8.8,29
DV0025471,O0025471,D03245,3.6,57
DV0025472,O0025472,D02448,11.9,48
DV0025473,O0025473,D00888,6.6,26
DV0025474,O0025474,D02292,10.3,37
DV0025475,O0025475,D02846,4.9,44
DV0025476,O0025476,D00334,1.5,35
DV0025477,O0025477,D00203,7.0,38
DV0025478,O0025478,D02730,3.9,56
DV0025479,O0025479,D00015,4.0,37
DV0025480,O0025480,D01619,7.2,38
DV0025481,O0025481,D00710,1.7,41
DV0025482,O0025482,D01121,10.3,54
DV0025483,O0025483,D02684,2.8,34
DV0025484,O0025484,D03747,2.4,50
DV0025485,O0025485,D01796,11.6,23
DV0025486,O0025486,D00493,10.3,45
DV0025487,O0025487,D00600,1.2,38
DV0025488,O0025488,D00148,5.1,28
DV0025489,O0025489,D03247,4.2,31
DV0025490,O0025490,D02129,11.9,31
DV0025491,O0025491,D01564,11.0,22
DV0025492,O0025492,D00708,1.3,51
DV0025493,O0025493,D03073,8.7,46
DV0025494,O0025494,D01179,4.0,51
DV0025495,O0025495,D03747,5.4,32
DV0025496,O0025496,D02314,8.0,50
DV0025497,O0025497,D01505,2.1,21
DV0025498,O0025498,D00031,6.6,53
DV0025499,O0025499,D03066,3.2,52
DV0025500,O0025500,D00643,2.7,21
DV0025501,O0025501,D02970,7.1,22
DV0025502,O0025502,D03305,4.4,55
DV0025503,O0025503,D03097,4.0,53
DV0025504,O0025504,D03515,7.9,59
DV0025505,O0025505,D00384,7.2,33
DV0025506,O0025506,D02944,6.8,38
DV0025507,O0025507,D00066,1.1,34
DV0025508,O0025508,D01967,9.9,20
DV0025509,O0025509,D01521,2.6,25
DV0025510,O0025510,D00589,10.1,36
DV0025511,O0025511,D02098,7.5,15
DV0025512,O0025512,D02359,5.8,35
DV0025513,O0025513,D02236,11.7,30
DV0025514,O0025514,D03367,10.1,53
DV0025515,O0025515,D02819,2.1,22
DV0025516,O0025516,D02539,1.8,32
DV0025517,O0025517,D01500,2.4,19
DV0025518,O0025518,D02358,8.9,58
DV0025519,O0025519,D02107,8.1,58
DV0025520,O0025520,D01225,9.3,15
DV0025521,O0025521,D01717,9.1,54
DV0025522,O0025522,D01453,1.7,55
DV0025523,O0025523,D01242,6.7,34
DV0025524,O0025524,D02775,5.8,27
DV0025525,O0025525,D01355,5.0,33
DV0025526,O0025526,D03879,10.9,16
DV0025527,O0025527,D03350,9.2,45
DV0025528,O0025528,D02595,6.8,40
DV0025529,O0025529,D02571,4.9,49
DV0025530,O0025530,D02936,11.6,42
DV0025531,O0025531,D03874,1.6,40
DV0025532,O0025532,D01869,9.9,38
DV0025533,O0025533,D01700,5.4,60
DV0025534,O0025534,D03569,4.5,54
DV0025535,O0025535,D00714,8.1,24
DV0025536,O0025536,D03191,2.6,35
DV0025537,O0025537,D03881,8.7,26
