event_id,customer_id,event_type
E0053258,C004067,Checkout
E0053259,C001126,Add To Cart
E0053260,C004366,App Open
E0053261,C002069,App Open
E0053262,C003780,Menu View
E0053263,C003699,App Open
E0053264,C000692,Add To Cart
E0053265,C001731,Restaurant View
E0053266,C002680,Add To Cart
E0053267,C003461,Order Complete
E0053268,C003803,Menu View
E0053269,C001821,App Open
E0053270,C004511,Add To Cart
E0053271,C001211,Add To Cart
E0053272,C001252,App Open
E0053273,C004691,Add To Cart
E0053274,C001760,Restaurant View
E0053275,C002688,Restaurant View
E0053276,C000065,Menu View
E0053277,C004523,Menu View
E0053278,C000355,App Open
E0053279,C002643,Add To Cart
E0053280,C002883,Restaurant View
E0053281,C000994,Restaurant View
E0053282,C004222,Checkout
E0053283,C004483,App Open
E0053284,C001582,Restaurant View
E0053285,C001550,Menu View
E0053286,C001367,App Open
E0053287,C001128,Checkout
E0053288,C000525,Add To Cart
E0053289,C003556,Menu View
E0053290,C004197,Order Complete
E0053291,C001406,Add To Cart
E0053292,C001348,App Open
E0053293,C001639,Checkout
E0053294,C000491,Add To Cart
E0053295,C000454,App Open
E0053296,C001245,Checkout
E0053297,C002822,Restaurant View
E0053298,C004920,Menu View
E0053299,C001496,Menu View
E0053300,C001145,Order Complete
E0053301,C000956,Order Complete
E0053302,C000364,App Open
E0053303,C002104,Menu View
E0053304,C000618,Restaurant View
E0053305,C004563,Menu View
E0053306,C003695,Checkout
E0053307,C004262,Menu View
E0053308,C001097,Order Complete
E0053309,C001147,Checkout
E0053310,C000816,App Open
E0053311,C003766,App Open
E0053312,C003410,Menu View
E0053313,C001594,Add To Cart
E0053314,C002388,Restaurant View
E0053315,C003610,Order Complete
E0053316,C000078,Menu View
E0053317,C001024,Checkout
E0053318,C002618,Add To Cart
E0053319,C003564,Checkout
E0053320,C002636,Add To Cart
E0053321,C002856,App Open
E0053322,C000656,App Open
E0053323,C002185,App Open
E0053324,C003897,App Open
E0053325,C004969,Order Complete
E0053326,C002225,App Open
E0053327,C000065,Order Complete
E0053328,C000204,Menu View
E0053329,C002023,App Open
E0053330,C003063,Order Complete
E0053331,C001238,App Open
E0053332,C003976,Order Complete
E0053333,C002989,Menu View
E0053334,C001811,App Open
E0053335,C001178,Order Complete
E0053336,C002499,Menu View
E0053337,C001539,Order Complete
E0053338,C001438,Add To Cart
E0053339,C001400,Menu View
E0053340,C000551,Checkout
E0053341,C001247,Menu View
E0053342,C002347,Checkout
E0053343,C001934,Menu View
E0053344,C001271,Restaurant View
E0053345,C004097,Restaurant View
E0053346,C001192,Order Complete
E0053347,C003922,Add To Cart
E0053348,C002190,Menu View
E0053349,C000795,Order Complete
E0053350,C002449,Order Complete
E0053351,C001201,Menu View
E0053352,C000573,Order Complete
E0053353,C002332,Order Complete
E0053354,C000005,Order Complete
E0053355,C000859,Add To Cart
E0053356,C000510,Checkout
E0053357,C004487,Add To Cart
E0053358,C003916,Add To Cart
E0053359,C001037,Add To Cart
E0053360,C002005,Restaurant View
E0053361,C002112,Order Complete
E0053362,C004293,Checkout
E0053363,C003889,Checkout
E0053364,C003002,Restaurant View
E0053365,C004100,Order Complete
E0053366,C002989,Add To Cart
E0053367,C003534,App Open
E0053368,C002876,Menu View
E0053369,C003972,Restaurant View
E0053370,C003432,Add To Cart
E0053371,C002084,Checkout
E0053372,C000457,Order Complete
E0053373,C004229,App Open
E0053374,C004887,Menu View
E0053375,C003874,Add To Cart
E0053376,C000283,Add To Cart
E0053377,C001942,Menu View
E0053378,C000015,Add To Cart
E0053379,C004772,Restaurant View
E0053380,C003390,Restaurant View
E0053381,C002442,Add To Cart
E0053382,C001054,Restaurant View
E0053383,C000823,Order Complete
E0053384,C003412,App Open
E0053385,C001678,Order Complete
E0053386,C001348,Checkout
E0053387,C004436,Order Complete
E0053388,C001814,Menu View
E0053389,C002680,Restaurant View
E0053390,C001503,Add To Cart
E0053391,C000461,Menu View
E0053392,C003786,Add To Cart
E0053393,C002680,Menu View
E0053394,C003266,App Open
E0053395,C001185,Add To Cart
E0053396,C002395,App Open
E0053397,C003286,App Open
E0053398,C004548,Checkout
E0053399,C003308,Checkout
E0053400,C002736,Restaurant View
E0053401,C001004,Menu View
E0053402,C002853,App Open
E0053403,C004941,Restaurant View
E0053404,C004377,Order Complete
E0053405,C002119,Menu View
E0053406,C002883,Restaurant View
E0053407,C003878,App Open
E0053408,C001366,App Open
E0053409,C001679,Menu View
E0053410,C002616,Order Complete
E0053411,C004968,Checkout
E0053412,C004480,Order Complete
E0053413,C000268,App Open
E0053414,C004751,Add To Cart
E0053415,C002782,Add To Cart
E0053416,C000209,Restaurant View
E0053417,C003845,Restaurant View
E0053418,C002010,Checkout
E0053419,C003035,Order Complete
E0053420,C000498,Restaurant View
E0053421,C001287,App Open
E0053422,C002027,Menu View
E0053423,C002474,Checkout
E0053424,C001979,Restaurant View
E0053425,C000897,App Open
E0053426,C003547,Checkout
E0053427,C001059,Order Complete
E0053428,C000475,Menu View
E0053429,C003564,Restaurant View
E0053430,C002502,Menu View
E0053431,C000001,Checkout
E0053432,C000664,Checkout
E0053433,C004833,Checkout
E0053434,C000012,Order Complete
E0053435,C003029,Menu View
E0053436,C003798,Checkout
E0053437,C000849,App Open
E0053438,C002608,Restaurant View
E0053439,C003999,Checkout
E0053440,C000935,Menu View
E0053441,C004875,Order Complete
E0053442,C000408,Restaurant View
E0053443,C000059,Checkout
E0053444,C002127,App Open
E0053445,C000074,App Open
E0053446,C000973,Add To Cart
E0053447,C002144,Checkout
E0053448,C002188,Checkout
E0053449,C002045,App Open
E0053450,C001698,Add To Cart
E0053451,C000557,Menu View
E0053452,C003170,Menu View
E0053453,C000211,Menu View
E0053454,C003444,Order Complete
E0053455,C004750,Restaurant View
E0053456,C001505,App Open
E0053457,C004343,Menu View
E0053458,C002451,Order Complete
E0053459,C000519,Checkout
E0053460,C000999,Menu View
E0053461,C001558,Order Complete
E0053462,C002762,Order Complete
E0053463,C003315,Checkout
E0053464,C004838,Restaurant View
E0053465,C002987,Order Complete
E0053466,C000316,Restaurant View
E0053467,C002369,Add To Cart
E0053468,C002654,Restaurant View
E0053469,C004753,Order Complete
E0053470,C003460,App Open
E0053471,C003880,Add To Cart
E0053472,C003529,Checkout
E0053473,C003620,Checkout
E0053474,C004508,Checkout
E0053475,C001991,Order Complete
E0053476,C001177,Restaurant View
E0053477,C003923,Checkout
E0053478,C003417,Restaurant View
E0053479,C002878,Order Complete
E0053480,C000257,Menu View
E0053481,C004090,Restaurant View
E0053482,C001364,Add To Cart
E0053483,C004505,App Open
E0053484,C001370,Menu View
E0053485,C004920,Menu View
E0053486,C004182,Menu View
E0053487,C003349,Restaurant View
E0053488,C003307,Add To Cart
E0053489,C003215,Restaurant View
E0053490,C002619,Order Complete
E0053491,C002184,Menu View
E0053492,C001377,Order Complete
E0053493,C001500,Order Complete
E0053494,C003760,App Open
E0053495,C000900,Menu View
E0053496,C004873,App Open
E0053497,C004255,Add To Cart
E0053498,C000990,Menu View
E0053499,C001264,Order Complete
E0053500,C002473,Menu View
E0053501,C004944,Menu View
E0053502,C003743,App Open
E0053503,C004817,Restaurant View
E0053504,C001995,Checkout
E0053505,C004745,Menu View
E0053506,C003471,App Open
E0053507,C000119,Order Complete
E0053508,C000515,Order Complete
E0053509,C001223,Add To Cart
E0053510,C003849,Add To Cart
E0053511,C004542,Order Complete
E0053512,C004889,Checkout
E0053513,C004011,Checkout
E0053514,C001480,Checkout
E0053515,C000692,Checkout
E0053516,C003542,Order Complete
E0053517,C002528,Checkout
E0053518,C001656,Order Complete
E0053519,C004747,App Open
E0053520,C001076,App Open
E0053521,C001079,Checkout
E0053522,C001375,Order Complete
E0053523,C003242,Menu View
E0053524,C001448,Restaurant View
E0053525,C001553,App Open
E0053526,C002106,Add To Cart
E0053527,C000466,Add To Cart
E0053528,C001883,Restaurant View
E0053529,C002833,Checkout
E0053530,C001550,Menu View
E0053531,C004091,Menu View
E0053532,C000247,Order Complete
E0053533,C003839,Add To Cart
E0053534,C002537,App Open
E0053535,C002038,Checkout
E0053536,C002124,Menu View
E0053537,C002934,Order Complete
E0053538,C002655,Restaurant View
E0053539,C004936,Checkout
E0053540,C004771,App Open
E0053541,C002642,Menu View
E0053542,C003214,Add To Cart
E0053543,C002105,Add To Cart
E0053544,C000492,Restaurant View
E0053545,C001476,Checkout
E0053546,C000561,Order Complete
E0053547,C002552,Add To Cart
E0053548,C004115,App Open
E0053549,C004567,Checkout
E0053550,C000337,Menu View
E0053551,C004982,Menu View
E0053552,C000341,Order Complete
E0053553,C000596,Restaurant View
E0053554,C002013,Add To Cart
E0053555,C002589,Order Complete
E0053556,C003761,Restaurant View
E0053557,C000665,Add To Cart
E0053558,C001626,Add To Cart
E0053559,C004747,Order Complete
E0053560,C004390,Restaurant View
E0053561,C002568,Restaurant View
E0053562,C000377,Checkout
E0053563,C003045,Add To Cart
E0053564,C004653,Checkout
E0053565,C001826,Order Complete
E0053566,C004674,Menu View
E0053567,C000248,Menu View
E0053568,C004918,Order Complete
E0053569,C003656,Menu View
E0053570,C003633,Add To Cart
E0053571,C000116,Restaurant View
E0053572,C000227,Checkout
E0053573,C003313,Add To Cart
E0053574,C004328,Order Complete
E0053575,C004119,Menu View
E0053576,C003498,Order Complete
E0053577,C003826,Add To Cart
E0053578,C000334,Restaurant View
E0053579,C004910,Menu View
E0053580,C001063,Menu View
E0053581,C003069,Restaurant View
E0053582,C002902,App Open
E0053583,C003584,Order Complete
E0053584,C003940,App Open
E0053585,C004039,Order Complete
E0053586,C004192,Checkout
E0053587,C000272,Restaurant View
E0053588,C003652,Add To Cart
E0053589,C000881,Menu View
E0053590,C004594,Add To Cart
E0053591,C001469,App Open
E0053592,C004841,Menu View
E0053593,C001453,Order Complete
E0053594,C002120,App Open
E0053595,C002890,Checkout
E0053596,C000626,Checkout
E0053597,C004725,Order Complete
E0053598,C000305,Checkout
E0053599,C004543,Restaurant View
E0053600,C001131,Add To Cart
E0053601,C002162,Checkout
E0053602,C003230,Add To Cart
E0053603,C001757,App Open
E0053604,C000070,App Open
E0053605,C000846,Add To Cart
E0053606,C004529,Menu View
E0053607,C003966,Add To Cart
E0053608,C000219,Restaurant View
E0053609,C000588,Menu View
E0053610,C000452,Checkout
E0053611,C004686,Add To Cart
E0053612,C000527,Add To Cart
E0053613,C003358,Checkout
E0053614,C004349,Checkout
E0053615,C000491,Restaurant View
E0053616,C001926,Restaurant View
E0053617,C003203,Menu View
E0053618,C000737,Menu View
E0053619,C002532,Checkout
E0053620,C001321,Checkout
E0053621,C000627,Add To Cart
E0053622,C001809,Order Complete
E0053623,C001537,Checkout
E0053624,C000281,Checkout
E0053625,C002168,Order Complete
E0053626,C002737,Add To Cart
E0053627,C001092,App Open
E0053628,C001386,App Open
E0053629,C002876,App Open
E0053630,C004925,Checkout
E0053631,C003760,Order Complete
E0053632,C004848,Menu View
E0053633,C003087,Restaurant View
E0053634,C004463,Checkout
E0053635,C002974,App Open
E0053636,C000079,Checkout
E0053637,C000182,Restaurant View
E0053638,C004021,Checkout
E0053639,C003138,Menu View
E0053640,C003249,Add To Cart
E0053641,C003344,Order Complete
E0053642,C004306,Checkout
E0053643,C000387,Order Complete
E0053644,C001443,Checkout
E0053645,C000608,Order Complete
E0053646,C001785,Menu View
E0053647,C004618,App Open
E0053648,C001643,Restaurant View
E0053649,C002550,Restaurant View
E0053650,C001375,Restaurant View
E0053651,C004805,Add To Cart
E0053652,C001626,App Open
E0053653,C002010,Restaurant View
E0053654,C002518,Order Complete
E0053655,C004820,App Open
E0053656,C003362,Restaurant View
E0053657,C004965,Order Complete
E0053658,C003579,App Open
E0053659,C004388,Checkout
E0053660,C002993,Menu View
E0053661,C002797,Menu View
E0053662,C000287,Order Complete
E0053663,C000893,Restaurant View
E0053664,C001505,Add To Cart
E0053665,C004184,Order Complete
E0053666,C001163,Checkout
E0053667,C002799,Add To Cart
E0053668,C000954,Add To Cart
E0053669,C002245,App Open
E0053670,C001581,Checkout
E0053671,C003800,App Open
E0053672,C001227,Checkout
E0053673,C001347,Menu View
E0053674,C002479,Order Complete
E0053675,C002135,Restaurant View
E0053676,C004046,App Open
E0053677,C000106,Checkout
E0053678,C002029,Add To Cart
E0053679,C002315,Checkout
E0053680,C003829,Restaurant View
E0053681,C004233,Restaurant View
E0053682,C004081,Order Complete
E0053683,C003853,Order Complete
E0053684,C000038,Restaurant View
E0053685,C004840,Add To Cart
E0053686,C003368,Menu View
E0053687,C004182,Restaurant View
E0053688,C004860,App Open
E0053689,C001813,Menu View
E0053690,C004755,Menu View
E0053691,C000910,Menu View
E0053692,C004395,Restaurant View
E0053693,C001325,Checkout
E0053694,C004655,Menu View
E0053695,C004931,Menu View
E0053696,C003629,Checkout
E0053697,C001191,Add To Cart
E0053698,C001894,Restaurant View
E0053699,C004046,Menu View
E0053700,C002763,Checkout
E0053701,C002668,Checkout
E0053702,C000470,Checkout
E0053703,C001988,App Open
E0053704,C001321,Order Complete
E0053705,C004373,Menu View
E0053706,C001925,Restaurant View
E0053707,C004558,App Open
E0053708,C003301,Menu View
E0053709,C001645,App Open
E0053710,C004245,Restaurant View
E0053711,C000590,Add To Cart
E0053712,C004301,Order Complete
E0053713,C004523,App Open
E0053714,C000687,Menu View
E0053715,C004895,Restaurant View
E0053716,C004176,Restaurant View
E0053717,C004593,Order Complete
E0053718,C003239,Restaurant View
E0053719,C000901,Add To Cart
E0053720,C000621,App Open
E0053721,C001618,Restaurant View
E0053722,C004458,Menu View
E0053723,C002945,Order Complete
E0053724,C002557,Order Complete
E0053725,C000043,Checkout
E0053726,C002771,Restaurant View
E0053727,C002482,Order Complete
E0053728,C003954,Checkout
E0053729,C002709,Restaurant View
E0053730,C000438,App Open
E0053731,C004718,Order Complete
E0053732,C004573,Checkout
E0053733,C002324,App Open
E0053734,C002350,Order Complete
E0053735,C003032,App Open
E0053736,C000874,Menu View
E0053737,C004267,Restaurant View
E0053738,C004341,Add To Cart
E0053739,C004874,Checkout
E0053740,C001817,Restaurant View
E0053741,C001235,Add To Cart
E0053742,C002938,App Open
E0053743,C004482,Checkout
E0053744,C003073,Order Complete
E0053745,C001580,Checkout
E0053746,C000238,App Open
E0053747,C002621,Restaurant View
E0053748,C003527,Checkout
E0053749,C002546,Checkout
E0053750,C002857,Restaurant View
E0053751,C004545,Checkout
E0053752,C004318,Add To Cart
E0053753,C001723,Restaurant View
E0053754,C003706,Order Complete
E0053755,C002399,Restaurant View
E0053756,C004183,Order Complete
E0053757,C004887,App Open
E0053758,C001238,Menu View
E0053759,C001337,Checkout
E0053760,C000873,App Open
E0053761,C003482,App Open
E0053762,C001564,App Open
E0053763,C000840,Add To Cart
E0053764,C003255,App Open
E0053765,C003397,Menu View
E0053766,C001073,App Open
E0053767,C003044,App Open
E0053768,C001129,Order Complete
E0053769,C004740,App Open
E0053770,C003469,Checkout
E0053771,C001496,App Open
E0053772,C000336,Menu View
E0053773,C000769,Menu View
E0053774,C000079,Restaurant View
E0053775,C003002,Add To Cart
E0053776,C002375,Add To Cart
E0053777,C003592,Checkout
E0053778,C004782,Restaurant View
E0053779,C001526,Order Complete
E0053780,C002655,Menu View
E0053781,C004257,Checkout
E0053782,C001221,Restaurant View
E0053783,C001137,Checkout
E0053784,C004795,Order Complete
E0053785,C004859,Menu View
E0053786,C002777,App Open
E0053787,C004786,Restaurant View
E0053788,C000395,Order Complete
E0053789,C002163,Restaurant View
E0053790,C004191,Checkout
E0053791,C004672,Checkout
E0053792,C003041,Order Complete
E0053793,C003679,Add To Cart
E0053794,C004249,Menu View
E0053795,C004300,Checkout
E0053796,C004048,Restaurant View
E0053797,C004411,Add To Cart
E0053798,C001925,Add To Cart
E0053799,C000945,Add To Cart
E0053800,C001332,Order Complete
E0053801,C002072,Checkout
E0053802,C001946,App Open
E0053803,C001536,Menu View
E0053804,C003231,Menu View
E0053805,C002445,App Open
E0053806,C002563,Checkout
E0053807,C002782,Order Complete
E0053808,C003477,Menu View
E0053809,C002511,App Open
E0053810,C000462,Menu View
E0053811,C004056,Checkout
E0053812,C001964,Restaurant View
E0053813,C000628,Menu View
E0053814,C003930,Menu View
E0053815,C002283,Checkout
E0053816,C002139,Menu View
E0053817,C003803,Add To Cart
E0053818,C002276,Restaurant View
E0053819,C004978,Order Complete
E0053820,C002871,Checkout
E0053821,C001416,Menu View
E0053822,C001097,Checkout
E0053823,C003758,App Open
E0053824,C004139,Order Complete
E0053825,C004395,Add To Cart
E0053826,C003035,Add To Cart
E0053827,C004266,Add To Cart
E0053828,C002482,Menu View
E0053829,C004621,Restaurant View
E0053830,C004793,Checkout
E0053831,C003638,Add To Cart
E0053832,C003885,Menu View
E0053833,C004643,Menu View
E0053834,C000816,Add To Cart
E0053835,C003719,Order Complete
E0053836,C001886,Order Complete
E0053837,C001648,Order Complete
E0053838,C000422,Checkout
E0053839,C002012,Checkout
E0053840,C001203,App Open
E0053841,C004772,Restaurant View
E0053842,C003123,Restaurant View
E0053843,C003891,Add To Cart
E0053844,C000044,Menu View
E0053845,C003544,Restaurant View
E0053846,C003320,Checkout
E0053847,C000886,Restaurant View
E0053848,C003070,Menu View
E0053849,C000274,Menu View
E0053850,C002183,Restaurant View
E0053851,C001742,Checkout
E0053852,C004623,Restaurant View
E0053853,C000005,Order Complete
E0053854,C004673,App Open
E0053855,C001564,Add To Cart
E0053856,C001885,Checkout
E0053857,C002630,Menu View
E0053858,C000299,Checkout
E0053859,C001113,Add To Cart
E0053860,C002558,Order Complete
E0053861,C000307,Checkout
E0053862,C000107,Checkout
E0053863,C001228,Order Complete
E0053864,C004256,Add To Cart
E0053865,C003111,App Open
E0053866,C001960,Restaurant View
E0053867,C003791,Restaurant View
E0053868,C003624,Order Complete
E0053869,C004559,Menu View
E0053870,C004437,Checkout
E0053871,C000395,Add To Cart
E0053872,C000329,App Open
E0053873,C004390,Restaurant View
E0053874,C003335,Order Complete
E0053875,C003761,Checkout
E0053876,C003324,Checkout
E0053877,C002759,Menu View
E0053878,C004517,App Open
E0053879,C001108,Order Complete
E0053880,C000675,Checkout
E0053881,C002167,Order Complete
E0053882,C001042,App Open
E0053883,C004758,Restaurant View
E0053884,C002878,Order Complete
E0053885,C000447,Menu View
E0053886,C001705,Restaurant View
E0053887,C004001,Restaurant View
E0053888,C001468,Checkout
E0053889,C001516,Menu View
E0053890,C002394,App Open
E0053891,C000313,Add To Cart
E0053892,C004311,Menu View
E0053893,C003303,Menu View
E0053894,C004869,App Open
E0053895,C004986,Order Complete
E0053896,C004732,Order Complete
E0053897,C004077,Add To Cart
E0053898,C002621,Checkout
E0053899,C003161,Checkout
E0053900,C003639,Order Complete
E0053901,C002078,Restaurant View
E0053902,C002072,Restaurant View
E0053903,C002599,Checkout
E0053904,C002521,Order Complete
E0053905,C000243,Menu View
E0053906,C001420,Order Complete
E0053907,C004734,Menu View
E0053908,C002269,Order Complete
E0053909,C003023,Checkout
E0053910,C003561,Restaurant View
E0053911,C002899,Restaurant View
E0053912,C000440,Add To Cart
E0053913,C001560,Restaurant View
E0053914,C003744,Menu View
E0053915,C000693,Order Complete
E0053916,C000891,Checkout
E0053917,C001124,Order Complete
E0053918,C000078,Checkout
E0053919,C003120,App Open
E0053920,C000402,App Open
E0053921,C003509,App Open
E0053922,C002894,Add To Cart
E0053923,C002979,Restaurant View
E0053924,C002257,Restaurant View
E0053925,C002380,Menu View
E0053926,C000898,App Open
E0053927,C002811,Menu View
E0053928,C004092,Menu View
E0053929,C002053,Order Complete
E0053930,C001745,Order Complete
E0053931,C002287,Restaurant View
E0053932,C001569,App Open
E0053933,C003409,Checkout
E0053934,C004917,Add To Cart
E0053935,C001162,Add To Cart
E0053936,C003767,App Open
E0053937,C001711,Checkout
E0053938,C001433,Order Complete
E0053939,C004559,Add To Cart
E0053940,C001923,Order Complete
E0053941,C001433,App Open
E0053942,C000479,Menu View
E0053943,C004770,App Open
E0053944,C002867,App Open
E0053945,C003818,Menu View
E0053946,C000454,Order Complete
E0053947,C003711,Checkout
E0053948,C001777,Checkout
E0053949,C004761,Restaurant View
E0053950,C003229,Add To Cart
E0053951,C002004,Order Complete
E0053952,C004670,Order Complete
E0053953,C003904,Menu View
E0053954,C003571,Add To Cart
E0053955,C002832,Restaurant View
E0053956,C002370,Add To Cart
E0053957,C002849,App Open
E0053958,C004508,App Open
E0053959,C004508,Menu View
E0053960,C003499,Restaurant View
E0053961,C003201,Order Complete
E0053962,C004027,Order Complete
E0053963,C004506,Menu View
E0053964,C002473,App Open
E0053965,C002823,Restaurant View
E0053966,C003635,Checkout
E0053967,C001349,Add To Cart
E0053968,C002470,App Open
E0053969,C004126,Menu View
E0053970,C002622,Menu View
E0053971,C000359,Add To Cart
E0053972,C000316,Menu View
E0053973,C002676,Menu View
E0053974,C001064,Menu View
E0053975,C000190,Add To Cart
E0053976,C001319,Checkout
E0053977,C002150,Restaurant View
E0053978,C004899,Menu View
E0053979,C001743,App Open
E0053980,C002296,App Open
E0053981,C003161,App Open
E0053982,C000538,Add To Cart
E0053983,C001115,Add To Cart
E0053984,C001471,App Open
E0053985,C001947,App Open
E0053986,C003413,App Open
E0053987,C002930,Order Complete
E0053988,C002652,Order Complete
E0053989,C002259,Add To Cart
E0053990,C003400,Checkout
E0053991,C001070,Checkout
E0053992,C000747,Add To Cart
E0053993,C003501,Restaurant View
E0053994,C003774,Add To Cart
E0053995,C000487,Checkout
E0053996,C004157,App Open
E0053997,C000102,Order Complete
E0053998,C001483,Menu View
E0053999,C003409,Menu View
E0054000,C003801,App Open
E0054001,C003184,Restaurant View
E0054002,C004200,Menu View
E0054003,C001708,Checkout
E0054004,C004583,App Open
E0054005,C001311,Checkout
E0054006,C004552,Restaurant View
E0054007,C000753,Menu View
E0054008,C001648,Order Complete
E0054009,C000951,Restaurant View
E0054010,C002674,Add To Cart
E0054011,C004314,Order Complete
E0054012,C001990,Checkout
E0054013,C004216,Menu View
E0054014,C000499,Add To Cart
E0054015,C000278,Add To Cart
E0054016,C004800,Order Complete
E0054017,C004501,App Open
E0054018,C002392,Menu View
E0054019,C003903,Menu View
E0054020,C000786,Checkout
E0054021,C002539,Checkout
E0054022,C000258,Add To Cart
E0054023,C000103,Checkout
E0054024,C002352,Menu View
E0054025,C004550,Restaurant View
E0054026,C001999,Restaurant View
E0054027,C001690,Order Complete
E0054028,C002409,Order Complete
E0054029,C002440,Order Complete
E0054030,C001582,Add To Cart
E0054031,C000067,Add To Cart
E0054032,C002289,Checkout
E0054033,C003166,Order Complete
E0054034,C001672,Checkout
E0054035,C004725,Add To Cart
E0054036,C002146,Restaurant View
E0054037,C004269,App Open
E0054038,C001690,App Open
E0054039,C003010,Menu View
E0054040,C003714,Restaurant View
E0054041,C002594,Restaurant View
E0054042,C003840,Checkout
E0054043,C001857,Restaurant View
E0054044,C004065,Menu View
E0054045,C000280,Restaurant View
E0054046,C001349,Menu View
E0054047,C002617,Add To Cart
E0054048,C000359,Add To Cart
E0054049,C002758,Menu View
E0054050,C004182,Menu View
E0054051,C000888,Menu View
E0054052,C003831,Menu View
E0054053,C004101,Restaurant View
E0054054,C004522,Menu View
E0054055,C004055,App Open
E0054056,C004217,App Open
E0054057,C002950,Add To Cart
E0054058,C001381,App Open
E0054059,C004098,Add To Cart
E0054060,C004301,Restaurant View
E0054061,C004559,Order Complete
E0054062,C004809,Menu View
E0054063,C001883,Order Complete
E0054064,C001200,App Open
E0054065,C004892,App Open
E0054066,C001313,Restaurant View
E0054067,C001334,App Open
E0054068,C001364,Order Complete
E0054069,C004734,Menu View
E0054070,C003480,Menu View
E0054071,C004484,App Open
E0054072,C001496,Order Complete
E0054073,C003329,Checkout
E0054074,C003520,Menu View
E0054075,C004031,Order Complete
E0054076,C001318,App Open
E0054077,C004960,App Open
E0054078,C000344,Menu View
E0054079,C000657,Add To Cart
E0054080,C001423,Order Complete
E0054081,C001604,Order Complete
E0054082,C001571,Checkout
E0054083,C002217,Checkout
E0054084,C003960,Restaurant View
E0054085,C001955,Order Complete
E0054086,C004731,Restaurant View
E0054087,C003095,Checkout
E0054088,C002608,Order Complete
E0054089,C000597,Checkout
E0054090,C004826,App Open
E0054091,C001218,Menu View
E0054092,C000595,Checkout
E0054093,C003454,Restaurant View
E0054094,C002192,Order Complete
E0054095,C000277,Checkout
E0054096,C002382,Add To Cart
E0054097,C000784,Restaurant View
E0054098,C000443,Add To Cart
E0054099,C000356,Checkout
E0054100,C001051,Order Complete
E0054101,C004136,Order Complete
E0054102,C004087,Add To Cart
E0054103,C003103,Menu View
E0054104,C001183,App Open
E0054105,C001424,App Open
E0054106,C000994,App Open
E0054107,C002758,Checkout
E0054108,C003428,Checkout
E0054109,C000653,Checkout
E0054110,C004262,App Open
E0054111,C004448,Order Complete
E0054112,C000193,Checkout
E0054113,C000206,Restaurant View
E0054114,C003069,Menu View
E0054115,C004667,Checkout
E0054116,C003656,Restaurant View
E0054117,C004012,Menu View
E0054118,C000672,Checkout
E0054119,C002393,Checkout
E0054120,C002281,Checkout
E0054121,C004736,Checkout
E0054122,C004559,Restaurant View
E0054123,C002600,Restaurant View
E0054124,C004194,Checkout
E0054125,C000997,Checkout
E0054126,C002395,Add To Cart
E0054127,C003708,Menu View
E0054128,C002167,Add To Cart
E0054129,C003138,Menu View
E0054130,C001842,Menu View
E0054131,C000121,Add To Cart
E0054132,C000348,Restaurant View
E0054133,C003215,Checkout
E0054134,C003879,Menu View
E0054135,C001623,Menu View
E0054136,C003876,App Open
E0054137,C001752,Restaurant View
E0054138,C004616,Order Complete
E0054139,C004702,Order Complete
E0054140,C003015,Menu View
E0054141,C001087,Checkout
E0054142,C001900,Order Complete
E0054143,C002348,Add To Cart
E0054144,C000136,Order Complete
E0054145,C003288,Checkout
E0054146,C002623,App Open
E0054147,C003036,Restaurant View
E0054148,C003218,Restaurant View
E0054149,C001157,Add To Cart
E0054150,C003498,App Open
E0054151,C000176,App Open
E0054152,C000323,Order Complete
E0054153,C000336,App Open
E0054154,C000851,Restaurant View
E0054155,C003575,App Open
E0054156,C003312,Menu View
E0054157,C001884,Checkout
E0054158,C002704,Add To Cart
E0054159,C001336,Checkout
E0054160,C004670,Order Complete
E0054161,C000305,Order Complete
E0054162,C003406,App Open
E0054163,C004425,Restaurant View
E0054164,C000149,Add To Cart
E0054165,C001028,App Open
E0054166,C000907,App Open
E0054167,C001635,Order Complete
E0054168,C002769,Add To Cart
E0054169,C004874,Order Complete
E0054170,C002025,Restaurant View
E0054171,C000766,Order Complete
E0054172,C001762,Restaurant View
E0054173,C001580,Checkout
E0054174,C002573,Add To Cart
E0054175,C000541,App Open
E0054176,C000973,App Open
E0054177,C001456,App Open
E0054178,C003382,Add To Cart
E0054179,C001172,Order Complete
E0054180,C003160,Checkout
E0054181,C001046,Checkout
E0054182,C001651,Menu View
E0054183,C004457,Order Complete
E0054184,C002255,Menu View
E0054185,C000223,App Open
E0054186,C003051,Menu View
E0054187,C002188,Checkout
E0054188,C004312,Restaurant View
E0054189,C000609,Add To Cart
E0054190,C001139,Add To Cart
E0054191,C003382,Add To Cart
E0054192,C004268,Add To Cart
E0054193,C000291,Order Complete
E0054194,C002368,Menu View
E0054195,C000332,Restaurant View
E0054196,C003769,Restaurant View
E0054197,C003261,Restaurant View
E0054198,C003714,Add To Cart
E0054199,C004599,Order Complete
E0054200,C003942,Menu View
E0054201,C003329,Add To Cart
E0054202,C000814,Order Complete
E0054203,C001979,Add To Cart
E0054204,C002692,Add To Cart
E0054205,C002791,Order Complete
E0054206,C000933,Order Complete
E0054207,C003136,Checkout
E0054208,C003367,Restaurant View
E0054209,C002934,Restaurant View
E0054210,C004502,Order Complete
E0054211,C002055,Menu View
E0054212,C004009,Restaurant View
