order_id,customer_id,restaurant_id,item_id,rider_id,order_datetime,quantity,order_amount,discount_amount,delivery_fee,final_amount,order_status
O0028062,C002554,R00022,M013224,D03547,2025-08-08 15:45:31,4,480,3,51,528,Delivered
O0028063,C001073,R00619,M002679,D01202,2026-04-18 06:30:56,4,1364,56,20,1328,Delivered
O0028064,C003224,R01210,M006078,D03396,2026-03-02 06:10:28,3,324,54,25,295,Delivered
O0028065,C002604,R01068,M003314,D01146,2025-11-29 20:35:25,3,600,31,23,592,Delivered
O0028066,C003564,R00784,M005403,D01788,2025-09-01 20:34:53,2,454,62,31,423,Delivered
O0028067,C001881,R01456,M006665,D02310,2026-04-13 10:24:44,4,2020,39,35,2016,Delivered
O0028068,C002811,R00147,M003387,D01899,2025-12-09 03:36:23,2,624,96,48,576,Delivered
O0028069,C004185,R00255,M011465,D01472,2026-06-16 07:06:21,2,958,29,36,965,Delivered
O0028070,C004178,R00065,M001199,D02045,2025-09-19 17:21:39,3,1914,43,48,1919,Delivered
O0028071,C000999,R00199,M007562,D02466,2025-07-24 02:16:44,4,356,38,30,348,Delivered
O0028072,C002332,R00642,M010078,D00334,2025-12-14 11:31:07,3,558,85,24,497,Delivered
O0028073,C002874,R01365,M008349,D03589,2026-04-25 14:30:47,2,898,42,32,888,Delivered
O0028074,C003249,R01118,M003183,D00072,2025-08-29 15:59:08,3,864,41,33,856,Delivered
O0028075,C003093,R00572,M008773,D02627,2025-12-02 13:46:39,3,396,53,51,394,Delivered
O0028076,C000496,R00711,M006263,D00217,2026-05-12 07:32:32,4,572,74,47,545,Delivered
O0028077,C004965,R01375,M007895,D02311,2025-10-07 19:34:00,1,689,30,27,686,Delivered
O0028078,C003927,R00370,M002980,D03250,2026-06-02 00:55:08,3,987,48,26,965,Delivered
O0028079,C002727,R00571,M003817,D00989,2026-03-21 00:35:44,1,461,25,50,486,Delivered
O0028080,C002919,R00513,M005055,D02374,2026-06-07 00:48:23,4,980,10,22,992,Delivered
O0028081,C002546,R00480,M012440,D02477,2025-10-24 05:26:04,2,864,12,23,875,Delivered
O0028082,C004365,R01261,M001369,D02862,2025-11-11 10:15:40,1,124,16,34,142,Cancelled
O0028083,C001709,R00030,M008675,D01298,2025-08-19 07:35:48,1,615,45,56,626,Delivered
O0028084,C001892,R00741,M013376,D03671,2026-05-05 10:04:55,3,1440,65,49,1424,Delivered
O0028085,C002174,R01158,M010863,D00865,2026-03-04 07:51:29,1,217,37,27,207,Delivered
O0028086,C001914,R00863,M004632,D02427,2025-07-20 00:43:32,1,137,47,23,113,Delivered
O0028087,C004438,R00481,M002828,D03664,2025-12-19 16:07:43,2,464,15,23,472,Delivered
O0028088,C004241,R00477,M009105,D03267,2025-06-17 21:31:11,4,2644,98,46,2592,Delivered
O0028089,C002394,R00120,M008235,D01223,2026-03-26 21:45:29,1,151,15,57,193,Delivered
O0028090,C001458,R01066,M001573,D00716,2026-01-12 06:15:54,3,297,24,54,327,Delivered
O0028091,C003647,R00548,M004033,D03212,2025-07-28 21:56:16,4,972,25,46,993,Delivered
O0028092,C000698,R00569,M008062,D03819,2025-08-18 01:26:04,3,822,24,30,828,Delivered
O0028093,C001314,R00225,M005803,D00365,2025-06-25 14:57:44,2,1124,36,43,1131,Delivered
O0028094,C004565,R00770,M013068,D02942,2025-11-14 13:11:17,4,1728,41,57,1744,Delivered
O0028095,C004100,R01285,M013368,D02112,2025-12-31 05:36:26,1,87,68,25,50,Delivered
O0028096,C004898,R00657,M012254,D02878,2025-12-12 13:17:26,2,1274,37,47,1284,Cancelled
O0028097,C004943,R00913,M006277,D00200,2026-03-05 17:27:46,4,1872,87,33,1818,Cancelled
O0028098,C002201,R01130,M011073,D00082,2025-10-30 10:54:43,3,2094,35,22,2081,Delivered
O0028099,C003485,R00834,M002731,D03902,2026-02-16 22:45:36,4,1064,70,60,1054,Delivered
O0028100,C002839,R01399,M000899,D02829,2026-06-12 01:34:57,1,462,46,37,453,Delivered
O0028101,C001105,R00939,M004377,D03234,2025-10-19 05:43:08,1,209,65,42,186,Delivered
O0028102,C002136,R00120,M007881,D03962,2025-09-05 09:16:40,4,1936,66,20,1890,Delivered
O0028103,C002517,R00307,M006170,D00323,2025-10-10 11:45:48,3,528,57,52,523,Delivered
O0028104,C002042,R01236,M011278,D01485,2026-03-25 19:32:36,1,519,52,38,505,Delivered
O0028105,C003006,R00738,M002233,D01516,2026-04-15 16:03:53,4,752,12,60,800,Delivered
O0028106,C000417,R01131,M009402,D00691,2026-04-29 05:12:06,3,576,25,53,604,Delivered
O0028107,C000086,R01316,M002170,D01864,2025-11-13 02:35:25,1,437,7,55,485,Delivered
O0028108,C000437,R00328,M012420,D03244,2025-11-25 03:26:15,3,1620,9,38,1649,Delivered
O0028109,C000448,R00189,M012685,D01697,2025-07-17 14:41:01,3,486,47,23,462,Cancelled
O0028110,C001488,R00377,M008498,D02285,2026-01-19 20:21:58,4,2156,29,40,2167,Delivered
O0028111,C004707,R01196,M000984,D01963,2026-05-22 01:53:44,3,618,20,53,651,Delivered
O0028112,C003534,R00730,M009279,D02052,2025-11-17 06:40:53,2,998,13,55,1040,Delivered
O0028113,C000298,R00358,M014535,D00164,2025-07-10 20:28:08,3,963,69,43,937,Delivered
O0028114,C001825,R01447,M000497,D01727,2025-11-03 18:15:30,1,641,94,51,598,Delivered
O0028115,C003017,R00480,M012233,D01540,2025-09-11 23:23:07,1,481,5,40,516,Delivered
O0028116,C001517,R00438,M006246,D00283,2026-03-14 04:02:39,4,1144,7,46,1183,Delivered
O0028117,C002390,R01207,M001556,D02408,2026-05-09 06:43:05,1,581,66,29,544,Delivered
O0028118,C004580,R01365,M005774,D01273,2026-04-22 14:08:19,3,384,73,37,348,Delivered
O0028119,C001691,R01406,M002930,D01885,2026-01-06 08:28:19,3,1251,58,45,1238,Delivered
O0028120,C004581,R00040,M001879,D00559,2025-06-28 18:29:37,1,203,42,21,182,Delivered
O0028121,C000697,R01239,M001105,D00142,2025-12-23 17:13:34,2,970,56,41,955,Delivered
O0028122,C000232,R00449,M014303,D01559,2025-07-28 08:54:29,1,528,98,26,456,Delivered
O0028123,C001955,R00514,M010378,D02134,2025-11-11 14:20:32,1,551,43,39,547,Delivered
O0028124,C001155,R00343,M012195,D03311,2026-03-19 14:21:20,1,276,30,58,304,Delivered
O0028125,C000122,R00263,M013525,D03924,2026-04-19 19:52:41,2,706,50,22,678,Cancelled
O0028126,C004673,R00117,M009859,D01583,2026-03-14 04:02:09,1,242,100,58,200,Delivered
O0028127,C002525,R01406,M002930,D02736,2025-09-15 15:17:05,4,1668,46,34,1656,Delivered
O0028128,C004546,R00124,M014636,D01552,2026-06-07 22:12:13,4,324,31,22,315,Delivered
O0028129,C000643,R01013,M009479,D01636,2026-05-19 03:04:57,4,692,46,24,670,Delivered
O0028130,C001256,R01112,M010216,D02758,2026-05-09 06:56:23,2,1142,42,54,1154,Cancelled
O0028131,C003983,R01251,M001407,D01589,2025-12-03 20:32:05,1,295,83,25,237,Delivered
O0028132,C002224,R01399,M000383,D03906,2025-11-07 08:51:33,2,1052,40,58,1070,Cancelled
O0028133,C000962,R01450,M012111,D01667,2026-03-08 14:40:17,2,1330,25,40,1345,Delivered
O0028134,C000393,R00678,M012365,D02645,2025-08-26 23:30:08,2,296,46,51,301,Delivered
O0028135,C000495,R00195,M006074,D02860,2025-09-05 14:57:55,2,438,15,41,464,Delivered
O0028136,C004260,R00510,M009381,D01651,2025-09-08 12:57:38,3,546,42,23,527,Delivered
O0028137,C001249,R00123,M013126,D01376,2025-12-28 00:32:25,4,2244,94,26,2176,Delivered
O0028138,C002049,R00352,M003119,D01049,2025-12-28 06:04:15,3,1917,26,30,1921,Delivered
O0028139,C003999,R00166,M004639,D03447,2026-05-14 18:23:41,3,687,51,28,664,Delivered
O0028140,C003078,R01399,M005824,D02756,2026-04-09 07:10:57,1,303,34,25,294,Delivered
O0028141,C003101,R01001,M006475,D01994,2026-05-09 22:12:23,3,1167,18,52,1201,Delivered
O0028142,C001351,R01198,M004839,D01890,2026-04-03 08:42:05,1,503,13,49,539,Delivered
O0028143,C001416,R00021,M002816,D03866,2026-04-28 21:35:36,2,818,67,38,789,Delivered
O0028144,C000623,R01358,M003958,D03830,2026-02-15 01:43:14,1,165,73,28,120,Delivered
O0028145,C004774,R00512,M009313,D00944,2026-02-04 14:50:56,2,312,23,50,339,Delivered
O0028146,C003418,R01383,M013177,D01117,2025-08-12 19:31:12,4,1588,18,41,1611,Delivered
O0028147,C002420,R00324,M012322,D00245,2026-03-21 03:29:42,1,249,20,42,271,Delivered
O0028148,C000878,R01237,M002066,D00073,2025-09-10 02:50:30,1,210,97,35,148,Delivered
O0028149,C001155,R01290,M004981,D00203,2025-09-30 00:25:41,3,402,32,46,416,Delivered
O0028150,C004315,R00621,M008902,D00963,2026-02-13 15:32:14,4,1576,71,48,1553,Delivered
O0028151,C000357,R00291,M001312,D03260,2025-08-20 08:17:21,4,2412,60,31,2383,Delivered
O0028152,C003866,R01173,M014588,D02458,2026-01-29 07:52:39,2,1372,19,49,1402,Delivered
O0028153,C002999,R01409,M010030,D03928,2026-03-22 08:52:53,4,1456,20,27,1463,Delivered
O0028154,C003779,R00137,M009783,D01293,2025-11-20 11:04:37,4,1092,8,32,1116,Delivered
O0028155,C004712,R01036,M004453,D02806,2025-08-24 05:16:36,1,506,55,53,504,Delivered
O0028156,C004352,R00165,M014632,D03834,2025-07-20 08:53:32,3,1692,25,22,1689,Delivered
O0028157,C001717,R00032,M012297,D02502,2026-04-07 08:54:54,2,1362,23,25,1364,Delivered
O0028158,C003065,R00019,M014769,D03464,2026-02-20 06:20:49,3,621,35,30,616,Delivered
O0028159,C002724,R00112,M009595,D00931,2026-04-18 02:07:20,2,808,73,26,761,Cancelled
O0028160,C003700,R00966,M003364,D00708,2026-02-27 20:46:22,3,849,81,55,823,Delivered
O0028161,C001601,R00755,M009605,D03436,2026-05-24 17:36:09,4,1472,82,53,1443,Delivered
O0028162,C002133,R01028,M013447,D02777,2026-05-10 08:28:37,4,1688,45,59,1702,Delivered
O0028163,C000732,R01433,M000240,D00999,2026-05-09 12:05:40,2,180,16,47,211,Delivered
O0028164,C003361,R00536,M012371,D02182,2026-02-25 19:32:20,1,526,100,38,464,Delivered
O0028165,C003085,R01454,M009360,D03957,2025-12-28 20:05:29,4,2200,40,50,2210,Cancelled
O0028166,C000445,R01047,M009162,D03353,2026-02-27 02:50:24,4,2228,67,33,2194,Delivered
O0028167,C004316,R00829,M006645,D03926,2025-06-27 06:15:22,4,1768,95,52,1725,Delivered
O0028168,C000991,R00058,M009434,D02140,2026-05-07 16:23:44,3,834,23,27,838,Delivered
O0028169,C001055,R00977,M009944,D00676,2026-03-11 07:05:48,2,592,52,51,591,Delivered
O0028170,C003332,R00502,M000311,D00452,2026-01-27 16:13:50,4,1852,29,33,1856,Delivered
O0028171,C003110,R00722,M001848,D00075,2026-05-21 00:51:22,3,1806,1,32,1837,Delivered
O0028172,C004482,R01184,M007753,D01043,2026-01-07 08:06:40,2,1120,7,51,1164,Delivered
O0028173,C004907,R00590,M011975,D01130,2026-01-05 12:49:05,3,1617,22,44,1639,Delivered
O0028174,C000979,R00952,M004963,D00164,2026-03-23 11:19:34,4,1364,15,53,1402,Delivered
O0028175,C002686,R00368,M004784,D03102,2025-08-03 17:23:29,2,1350,61,47,1336,Delivered
O0028176,C004298,R01456,M014952,D01104,2026-04-18 17:32:04,1,225,33,37,229,Delivered
O0028177,C004811,R00428,M011773,D00289,2026-01-16 03:49:23,4,1804,39,53,1818,Delivered
O0028178,C002058,R00057,M013957,D03078,2025-11-18 07:25:13,2,1368,64,47,1351,Delivered
O0028179,C000238,R01126,M009344,D02235,2025-12-03 11:28:39,1,523,82,33,474,Delivered
O0028180,C003023,R00032,M010138,D01655,2026-04-10 14:24:15,4,1776,41,33,1768,Delivered
O0028181,C002584,R01011,M014775,D02572,2025-11-24 05:42:48,2,260,30,34,264,Delivered
O0028182,C003651,R01026,M005447,D00218,2026-01-03 12:11:31,3,1008,43,34,999,Delivered
O0028183,C002210,R00355,M009765,D01102,2026-06-03 21:40:35,2,466,32,50,484,Delivered
O0028184,C000348,R00750,M000574,D00583,2026-03-12 15:54:12,1,248,26,50,272,Delivered
O0028185,C001523,R00911,M000176,D03706,2026-03-23 01:24:00,3,582,45,49,586,Delivered
O0028186,C000480,R00929,M004321,D02868,2026-01-21 04:12:30,2,248,81,59,226,Delivered
O0028187,C002212,R00229,M007953,D02385,2026-02-17 15:45:11,3,843,18,26,851,Delivered
O0028188,C002087,R01130,M011377,D02185,2025-11-22 20:05:44,3,1647,17,55,1685,Cancelled
O0028189,C001213,R01462,M000668,D01680,2026-01-25 04:30:32,3,426,31,59,454,Delivered
O0028190,C000480,R01415,M005415,D00938,2025-07-08 13:06:25,4,1956,62,55,1949,Delivered
O0028191,C004253,R00440,M005981,D02478,2026-05-11 07:15:26,3,1725,23,27,1729,Delivered
O0028192,C002598,R00169,M013527,D00249,2025-11-05 12:15:12,2,280,49,59,290,Delivered
O0028193,C001615,R00511,M001177,D01691,2026-05-16 21:28:24,4,1848,79,24,1793,Delivered
O0028194,C004211,R00608,M011277,D02276,2025-12-22 01:52:08,4,1756,78,36,1714,Delivered
O0028195,C000975,R00320,M003191,D02784,2025-11-09 23:48:01,3,303,10,44,337,Delivered
O0028196,C002835,R00163,M008371,D03558,2025-07-14 23:26:51,3,1386,16,25,1395,Delivered
O0028197,C000365,R01116,M009148,D03835,2025-06-27 04:28:01,1,694,32,53,715,Delivered
O0028198,C001090,R01007,M012916,D03477,2025-11-13 19:05:03,4,2396,61,36,2371,Delivered
O0028199,C002229,R01125,M003265,D03347,2025-10-04 12:31:03,1,470,93,29,406,Delivered
O0028200,C004290,R00277,M003273,D02286,2025-09-17 22:26:20,2,1314,16,39,1337,Delivered
O0028201,C002705,R00184,M010499,D02417,2025-11-02 00:53:30,4,1596,9,28,1615,Delivered
O0028202,C002416,R01318,M008038,D02159,2026-04-02 04:37:07,1,336,100,44,280,Delivered
O0028203,C000283,R01301,M002338,D00800,2026-06-13 21:39:55,1,618,51,41,608,Delivered
O0028204,C003891,R00442,M001475,D00025,2025-08-30 01:34:22,1,655,35,49,669,Delivered
O0028205,C004624,R01421,M005116,D03579,2026-01-09 18:06:14,4,2100,66,25,2059,Delivered
O0028206,C003102,R00382,M013291,D03216,2026-05-25 19:18:47,3,1596,41,60,1615,Delivered
O0028207,C003373,R01406,M007127,D00320,2026-02-24 05:01:54,4,804,15,41,830,Delivered
O0028208,C002746,R01394,M013835,D03388,2025-10-03 13:22:54,1,571,30,46,587,Delivered
O0028209,C004258,R00740,M012448,D02691,2026-02-28 00:24:33,4,1760,30,58,1788,Delivered
O0028210,C003229,R01052,M012710,D02091,2025-07-13 22:59:31,2,962,24,46,984,Delivered
O0028211,C000389,R00875,M010818,D01969,2026-02-05 22:58:24,4,1768,24,26,1770,Delivered
O0028212,C001400,R00606,M010690,D03411,2025-08-17 11:24:04,3,597,52,45,590,Delivered
O0028213,C004048,R00300,M011679,D00568,2025-11-11 02:56:08,4,2516,62,51,2505,Delivered
O0028214,C000682,R00358,M010079,D01391,2026-06-10 12:13:01,3,936,45,27,918,Delivered
O0028215,C001000,R00548,M007671,D02287,2026-01-05 05:10:54,3,903,46,49,906,Delivered
O0028216,C003698,R01164,M010558,D03513,2026-04-18 13:47:36,4,1628,66,24,1586,Delivered
O0028217,C000154,R00540,M003820,D02331,2026-01-07 23:24:57,2,608,20,47,635,Delivered
O0028218,C000602,R00993,M011248,D01492,2025-08-04 06:24:49,4,1956,11,38,1983,Cancelled
O0028219,C001329,R00832,M004674,D02307,2025-09-04 04:02:34,3,2082,62,33,2053,Delivered
O0028220,C001102,R00112,M008030,D01932,2025-07-28 17:46:43,3,1209,42,42,1209,Delivered
O0028221,C004446,R01139,M002925,D01169,2025-08-07 19:00:44,4,2488,43,29,2474,Delivered
O0028222,C000501,R00420,M011771,D01344,2025-07-09 21:54:08,3,1887,33,38,1892,Delivered
O0028223,C000072,R00973,M001414,D03719,2026-04-29 17:03:49,4,2776,72,21,2725,Delivered
O0028224,C002357,R00725,M007923,D01333,2026-01-07 11:23:34,3,906,40,59,925,Delivered
O0028225,C000544,R01297,M003507,D02799,2025-08-05 03:47:41,2,296,56,32,272,Delivered
O0028226,C001590,R00057,M009773,D02881,2025-07-17 18:20:51,1,487,46,55,496,Delivered
O0028227,C000424,R00878,M006174,D00118,2025-09-18 17:07:57,2,794,30,36,800,Delivered
O0028228,C000044,R00675,M004183,D03588,2026-04-28 14:42:03,1,542,32,36,546,Delivered
O0028229,C003651,R01056,M001489,D01801,2026-03-07 03:21:05,4,1620,30,42,1632,Delivered
O0028230,C001709,R00401,M014184,D00330,2025-10-03 11:00:24,2,912,63,56,905,Delivered
O0028231,C000921,R00511,M005805,D03269,2025-11-28 06:29:29,4,1488,75,30,1443,Delivered
O0028232,C003536,R00811,M004327,D03987,2025-12-29 15:01:59,3,1380,16,36,1400,Delivered
O0028233,C001600,R00360,M007587,D00973,2025-11-21 21:41:59,1,306,32,49,323,Delivered
O0028234,C004287,R00088,M010005,D03141,2026-04-24 10:10:22,3,492,15,30,507,Delivered
O0028235,C000574,R01432,M000676,D03472,2025-09-23 22:05:47,1,161,30,24,155,Delivered
O0028236,C000364,R01237,M005026,D01189,2026-01-04 22:15:10,4,1232,47,27,1212,Delivered
O0028237,C001092,R00933,M009848,D00415,2026-04-15 07:21:17,2,1104,52,34,1086,Delivered
O0028238,C003409,R00413,M014931,D01195,2026-01-25 21:56:26,4,768,12,38,794,Delivered
O0028239,C004380,R00666,M008166,D00496,2026-06-02 23:00:41,3,723,1,49,771,Delivered
O0028240,C000533,R01189,M009884,D00489,2026-03-28 10:32:02,3,1908,61,21,1868,Delivered
O0028241,C003611,R00807,M005273,D01260,2025-11-05 05:33:58,2,182,81,51,152,Delivered
O0028242,C003498,R00129,M010461,D03431,2026-02-03 09:44:48,4,2608,99,38,2547,Delivered
O0028243,C004729,R01257,M013805,D02265,2026-02-27 07:43:23,1,509,45,46,510,Delivered
O0028244,C003772,R01080,M000169,D03267,2025-07-06 18:45:54,1,519,7,59,571,Delivered
O0028245,C001177,R00655,M009341,D02975,2025-11-19 09:24:50,3,1749,72,35,1712,Delivered
O0028246,C003767,R00986,M008704,D01695,2025-07-10 06:59:11,4,2012,45,31,1998,Delivered
O0028247,C004910,R00707,M007187,D01154,2025-08-31 10:12:31,1,355,45,58,368,Delivered
O0028248,C002823,R00597,M005409,D02453,2026-05-02 11:17:07,4,2724,16,41,2749,Delivered
O0028249,C003220,R00192,M004722,D00949,2025-09-01 17:59:27,3,2007,44,44,2007,Delivered
O0028250,C002294,R01302,M006972,D01592,2025-08-20 08:31:01,1,628,28,54,654,Delivered
O0028251,C003944,R00217,M006557,D02806,2026-01-04 21:41:55,2,264,44,53,273,Delivered
O0028252,C000769,R00624,M000277,D03632,2026-03-16 19:01:59,3,1260,63,27,1224,Delivered
O0028253,C001696,R01259,M007265,D02189,2025-09-03 09:25:35,1,268,25,31,274,Delivered
O0028254,C002576,R01301,M004512,D02157,2025-09-12 02:14:06,2,1106,88,46,1064,Delivered
O0028255,C003363,R01329,M008576,D02945,2025-08-12 16:03:43,3,672,63,21,630,Delivered
O0028256,C002403,R01499,M007369,D03872,2025-07-16 03:10:16,4,2572,46,27,2553,Delivered
O0028257,C004313,R00760,M009836,D02690,2025-08-13 01:23:56,2,1342,82,56,1316,Delivered
O0028258,C000587,R00029,M000811,D02916,2025-12-16 19:59:06,4,1316,85,39,1270,Delivered
O0028259,C001627,R01098,M001381,D03230,2025-07-02 09:27:34,4,956,69,57,944,Delivered
O0028260,C003409,R00814,M010702,D01389,2026-04-10 01:34:04,2,1164,12,54,1206,Delivered
O0028261,C000440,R00864,M008987,D03554,2025-07-25 10:40:20,1,209,63,23,169,Delivered
O0028262,C004433,R00107,M004334,D03610,2026-04-11 07:16:27,4,2048,38,29,2039,Delivered
O0028263,C000050,R00997,M011555,D03851,2026-03-02 18:27:42,2,432,48,55,439,Delivered
O0028264,C001545,R01157,M004109,D01791,2025-07-01 20:55:06,2,1396,27,34,1403,Delivered
O0028265,C000763,R00350,M010111,D03918,2026-05-06 01:28:04,4,1664,41,56,1679,Delivered
O0028266,C003368,R00389,M010294,D02001,2025-11-26 21:35:10,1,556,52,33,537,Cancelled
O0028267,C003723,R00671,M000603,D03267,2025-08-01 05:26:29,4,2608,69,52,2591,Delivered
O0028268,C001846,R00739,M005495,D01489,2026-03-09 12:37:40,1,175,82,34,127,Delivered
O0028269,C003272,R00072,M010652,D03000,2025-11-19 05:02:13,1,495,37,56,514,Delivered
O0028270,C000011,R00205,M001007,D02526,2025-08-13 05:52:50,1,288,57,51,282,Delivered
O0028271,C004204,R00700,M011243,D02403,2025-12-03 05:03:30,1,148,66,46,128,Delivered
O0028272,C000446,R00497,M001338,D01154,2026-01-25 09:57:32,3,387,14,51,424,Delivered
O0028273,C002102,R00803,M003621,D02169,2025-06-24 02:27:17,3,1266,86,27,1207,Delivered
O0028274,C001548,R00571,M009916,D02117,2025-08-04 06:01:24,4,2784,36,53,2801,Delivered
O0028275,C004750,R00225,M007218,D00918,2025-08-30 11:28:17,2,976,55,36,957,Delivered
O0028276,C002271,R00284,M014368,D02756,2026-04-06 06:14:29,2,1026,63,36,999,Delivered
O0028277,C001090,R00889,M000208,D01524,2026-05-25 21:45:37,1,444,45,58,457,Delivered
O0028278,C003480,R01298,M009014,D02782,2025-09-06 02:02:09,3,2091,94,39,2036,Delivered
O0028279,C000490,R00830,M011138,D02039,2026-02-10 00:45:57,3,1116,42,22,1096,Delivered
O0028280,C000301,R00002,M014913,D03126,2026-01-12 18:33:49,1,531,15,48,564,Delivered
O0028281,C002020,R01186,M014316,D02924,2025-09-16 13:39:17,2,1000,13,30,1017,Delivered
O0028282,C000268,R01007,M013091,D03627,2026-01-19 11:40:21,3,1509,25,49,1533,Delivered
O0028283,C004909,R00669,M002459,D01937,2025-10-24 09:11:27,4,1788,43,52,1797,Delivered
O0028284,C001682,R01137,M005934,D00552,2025-08-12 08:21:03,3,1242,50,30,1222,Delivered
O0028285,C002852,R00747,M005207,D03112,2025-09-16 10:44:59,2,670,26,53,697,Delivered
O0028286,C000193,R00010,M000934,D01378,2026-05-24 17:27:54,4,1384,26,30,1388,Delivered
O0028287,C004189,R00642,M003316,D01520,2025-07-08 21:35:23,3,336,58,56,334,Delivered
O0028288,C001066,R00498,M012047,D02131,2026-03-24 03:42:49,1,641,16,32,657,Delivered
O0028289,C003898,R01113,M004530,D01054,2025-08-27 00:41:26,1,420,32,30,418,Cancelled
O0028290,C002165,R01079,M004571,D01061,2026-02-14 19:19:17,3,771,36,60,795,Delivered
O0028291,C002142,R00325,M012734,D01712,2026-03-02 06:41:42,2,436,48,51,439,Delivered
O0028292,C002756,R00768,M014563,D02696,2026-03-12 06:11:51,3,870,3,34,901,Delivered
O0028293,C000185,R00946,M007393,D01610,2025-12-03 16:50:34,2,868,50,38,856,Delivered
O0028294,C002361,R00106,M004315,D00202,2025-11-05 16:42:13,1,85,23,30,92,Delivered
O0028295,C001360,R00288,M002629,D02305,2025-12-01 03:16:05,4,680,33,31,678,Delivered
O0028296,C000452,R00823,M002813,D03969,2025-08-21 18:34:01,1,606,97,50,559,Delivered
O0028297,C001626,R01373,M009321,D01193,2026-05-11 04:36:33,3,645,22,36,659,Delivered
O0028298,C003030,R01326,M005310,D01828,2026-04-21 15:38:47,4,2524,56,59,2527,Delivered
O0028299,C002288,R01390,M006870,D00439,2025-09-25 01:37:23,1,85,75,47,57,Delivered
O0028300,C004338,R00189,M004584,D03924,2025-07-02 18:37:49,3,2091,36,59,2114,Delivered
O0028301,C001313,R01143,M000678,D02027,2026-04-15 04:18:55,1,448,22,42,468,Delivered
O0028302,C001101,R00631,M013083,D02344,2025-10-15 07:30:39,4,672,45,25,652,Delivered
O0028303,C002227,R01295,M009201,D02146,2026-03-17 03:32:27,1,196,14,33,215,Delivered
O0028304,C002083,R01407,M014275,D00313,2026-02-18 10:31:37,3,810,2,60,868,Delivered
O0028305,C000794,R00752,M012405,D01802,2025-09-13 17:51:56,2,518,20,34,532,Cancelled
O0028306,C002335,R00856,M007443,D01444,2025-08-10 00:51:40,1,196,74,51,173,Delivered
O0028307,C000144,R01448,M008054,D03588,2026-06-17 05:52:38,1,532,44,36,524,Delivered
O0028308,C001040,R00985,M012901,D01208,2025-06-21 02:40:54,2,234,32,38,240,Delivered
O0028309,C002106,R00561,M006510,D00036,2025-09-06 16:59:10,4,908,90,56,874,Delivered
O0028310,C002922,R00487,M004254,D02511,2026-03-25 17:56:44,2,1054,30,30,1054,Delivered
O0028311,C003811,R00245,M012054,D00092,2026-06-01 21:20:20,3,921,21,38,938,Delivered
O0028312,C000346,R00312,M000673,D03311,2025-07-26 23:46:19,4,1608,44,43,1607,Delivered
O0028313,C001761,R00893,M002556,D02552,2025-11-18 02:35:08,2,582,38,22,566,Delivered
O0028314,C004561,R01002,M011310,D01673,2025-09-24 15:44:27,1,594,29,59,624,Delivered
O0028315,C002036,R00310,M002310,D00585,2026-02-28 20:37:39,2,1174,49,35,1160,Delivered
O0028316,C004424,R00112,M008030,D01779,2025-11-23 22:25:05,2,806,68,26,764,Delivered
O0028317,C001141,R01147,M004894,D02065,2025-08-15 18:38:08,2,910,50,29,889,Cancelled
O0028318,C000970,R00494,M007125,D02411,2025-12-03 13:30:44,2,1312,14,27,1325,Delivered
O0028319,C001580,R00089,M011609,D00563,2026-03-20 21:47:08,3,1968,51,50,1967,Delivered
O0028320,C004005,R00407,M001282,D02284,2025-07-28 07:54:23,3,474,50,58,482,Delivered
O0028321,C002744,R00079,M006089,D03518,2025-09-02 13:52:15,1,443,41,35,437,Delivered
O0028322,C001695,R00382,M009822,D01557,2025-09-09 06:20:11,2,1242,33,42,1251,Delivered
O0028323,C002871,R00458,M011630,D01362,2025-08-26 05:41:52,3,651,12,36,675,Delivered
O0028324,C001886,R01017,M001285,D01867,2025-07-17 08:33:18,2,806,37,47,816,Delivered
O0028325,C000488,R01403,M003819,D01915,2026-04-28 07:05:32,2,204,68,58,194,Delivered
O0028326,C001430,R00201,M007625,D01652,2026-03-05 18:28:32,2,324,39,33,318,Delivered
O0028327,C004586,R00989,M013882,D01583,2026-03-24 11:28:00,4,648,41,58,665,Delivered
O0028328,C000398,R00074,M005897,D03419,2026-04-17 00:50:14,4,2700,55,60,2705,Delivered
O0028329,C003046,R00760,M012575,D02713,2025-07-24 10:14:41,3,831,22,53,862,Delivered
O0028330,C000003,R00605,M003947,D02509,2025-11-12 10:06:03,3,1548,27,32,1553,Delivered
O0028331,C003785,R01360,M005843,D00713,2026-01-01 02:55:05,1,647,42,23,628,Cancelled
O0028332,C004084,R00384,M007585,D02235,2025-08-10 18:25:28,4,2396,66,59,2389,Delivered
O0028333,C003835,R00360,M005539,D00113,2026-06-06 14:15:56,1,86,91,53,50,Delivered
O0028334,C000751,R00150,M014169,D01002,2026-03-05 15:59:41,3,837,85,50,802,Delivered
O0028335,C004181,R00234,M000503,D02107,2025-12-07 09:08:06,4,1972,77,43,1938,Delivered
O0028336,C004654,R00863,M013591,D00726,2025-09-21 07:17:28,1,361,13,31,379,Delivered
O0028337,C004782,R00862,M010781,D01702,2026-05-11 02:23:27,2,228,26,21,223,Delivered
O0028338,C000547,R01341,M014622,D02487,2025-09-30 11:52:41,4,976,52,45,969,Delivered
O0028339,C001749,R00462,M001662,D00630,2026-05-08 05:05:28,2,178,71,41,148,Delivered
O0028340,C003085,R01355,M000351,D00765,2025-09-16 13:56:30,4,1044,51,49,1042,Delivered
